gene_id	gene_symbol	gene_type	chrom	start	end	onco_gene_type	oncokb_flag	cosmic_flag
ENSG00000139718.11	SETD1B	protein_coding	12	121804008	121832656	TSG	1	1
ENSG00000110987.9	BCL7A	protein_coding	12	122019421	122062044	fusion	1	1
ENSG00000130779.22	CLIP1	protein_coding	12	122271431	122422669	fusion	1	1
ENSG00000033030.15	ZCCHC8	protein_coding	12	122471598	122501073	fusion	0	1
ENSG00000183955.13	KMT5A	protein_coding	12	123383772	123409353	INSUFFICIENT_EVIDENCE	1	0
ENSG00000111361.13	EIF2B1	protein_coding	12	123620405	123633766	TSG	1	0
ENSG00000196498.13	NCOR2	protein_coding	12	124324414	124567589	TSG	1	1
ENSG00000183495.14	EP400	protein_coding	12	131949941	132080460	TSG	1	0
ENSG00000177084.18	POLE	protein_coding	12	132623752	132687376	TSG	1	1
ENSG00000121741.17	ZMYM2	protein_coding	13	19958676	20091829	fusion	1	1
ENSG00000150457.9	LATS2	protein_coding	13	20973035	21061586	TSG	1	1
ENSG00000102678.7	FGF9	protein_coding	13	21671072	21704498	ONCOGENE	1	0
ENSG00000132964.12	CDK8	protein_coding	13	26254103	26405238	ONCOGENE	1	0
ENSG00000165556.10	CDX2	protein_coding	13	27960917	27969315	TSG, fusion	1	1
ENSG00000122025.15	FLT3	protein_coding	13	28003273	28100592	oncogene	1	1
ENSG00000102755.12	FLT1	protein_coding	13	28300345	28495145	ONCOGENE	1	0
ENSG00000139618.17	BRCA2	protein_coding	13	32315085	32400268	TSG	1	1
ENSG00000083642.19	PDS5B	protein_coding	13	32586451	32778019	TSG	1	0
ENSG00000172915.19	NBEA	protein_coding	13	34942269	35673022		0	1
ENSG00000183722.9	LHFPL6	protein_coding	13	39209115	39603528	fusion	0	1
ENSG00000150907.10	FOXO1	protein_coding	13	40555666	40666641	oncogene, TSG, fusion	1	1
ENSG00000151778.11	SERP2	protein_coding	13	44373664	44397714		1	0
ENSG00000136167.15	LCP1	protein_coding	13	46125919	46211871	fusion	1	1
ENSG00000139687.16	RB1	protein_coding	13	48303743	48599436	TSG	1	1
ENSG00000152207.8	CYSLTR2	protein_coding	13	48653710	48711226	oncogene	1	1
ENSG00000136169.16	SETDB2	protein_coding	13	49444373	49495003	TSG	1	0
ENSG00000136104.21	RNASEH2B	protein_coding	13	50909746	51024120	TSG	1	0
ENSG00000102786.15	INTS6	protein_coding	13	51354076	51454264	TSG	1	0
ENSG00000083520.15	DIS3	protein_coding	13	72752168	72782096	TSG	1	0
ENSG00000102554.14	KLF5	protein_coding	13	73054975	73077541	ONCOGENE	1	0
ENSG00000179399.15	GPC5	protein_coding	13	91398620	92873682	TSG	0	1
ENSG00000125285.6	SOX21	protein_coding	13	94709621	94712545	TSG	0	1
ENSG00000102466.16	FGF14	protein_coding	13	101710803	102402457	TSG	1	0
ENSG00000134899.24	ERCC5	protein_coding	13	102845830	102875995	TSG	1	1
ENSG00000185950.9	IRS2	protein_coding	13	109752694	109786583	ONCOGENE	1	0
ENSG00000153487.13	ING1	protein_coding	13	110712735	110723339	TSG	1	0
ENSG00000139842.15	CUL4A	protein_coding	13	113208192	113267108	ONCOGENE	1	0
ENSG00000100814.18	CCNB1IP1	protein_coding	14	20311367	20333312	TSG, fusion	1	1
ENSG00000129484.14	PARP2	protein_coding	14	20343614	20357904		1	0
ENSG00000100823.12	APEX1	protein_coding	14	20455190	20457772	ONCOGENE	1	0
ENSG00000129474.16	AJUBA	protein_coding	14	22971176	22982551	TSG	1	0
ENSG00000129473.11	BCL2L2	protein_coding	14	23298789	23311751	ONCOGENE	1	0
ENSG00000184304.16	PRKD1	protein_coding	14	29576478	30191898	fusion	1	1
ENSG00000100852.13	ARHGAP5	protein_coding	14	32076113	32159728	oncogene	0	1
ENSG00000198604.11	BAZ1A	protein_coding	14	34752730	34875647	TSG	0	1
ENSG00000100906.11	NFKBIA	protein_coding	14	35401512	35404749	TSG	1	0
ENSG00000136352.19	NKX2-1	protein_coding	14	36516391	36521149	oncogene, TSG	1	1
ENSG00000129514.8	FOXA1	protein_coding	14	37589551	37596059	oncogene	1	1
ENSG00000187790.11	FANCM	protein_coding	14	45135929	45200890	TSG	1	1
ENSG00000100503.26	NIN	protein_coding	14	50719762	50831162	fusion	1	1
ENSG00000126777.18	KTN1	protein_coding	14	55559071	55701526	fusion	1	1
ENSG00000032219.19	ARID4A	protein_coding	14	58298503	58373887	TSG	1	0
ENSG00000126778.12	SIX1	protein_coding	14	60643420	60658259	oncogene	1	1
ENSG00000100644.17	HIF1A	protein_coding	14	61695512	61748259	oncogene	1	1
ENSG00000125952.20	MAX	protein_coding	14	65006173	65102695	TSG	1	1
ENSG00000171723.16	GPHN	protein_coding	14	66507406	67181803	fusion	1	1
ENSG00000182185.18	RAD51B	protein_coding	14	67819778	68730218	TSG, fusion	1	1
ENSG00000185650.10	ZFP36L1	protein_coding	14	68787659	68796253	TSG	1	0
ENSG00000156030.13	MIDEAS	protein_coding	14	73715121	73790285	TSG	1	0
ENSG00000119684.16	MLH3	protein_coding	14	75013768	75051532	TSG	1	0
ENSG00000165409.18	TSHR	protein_coding	14	80954988	81146306	ONCOGENE	1	1
ENSG00000100815.12	TRIP11	protein_coding	14	91965990	92040896	fusion	1	1
ENSG00000066455.13	GOLGA5	protein_coding	14	92794304	92839947	fusion	1	1
ENSG00000100697.15	DICER1	protein_coding	14	95086227	95158010	TSG	1	1
ENSG00000213231.13	TCL1B	protein_coding	14	95686425	95692628	ONCOGENE	1	0
ENSG00000100721.11	TCL1A	protein_coding	14	95709946	95714196	oncogene, fusion	1	1
ENSG00000127152.18	BCL11B	protein_coding	14	99169286	99272197	oncogene, TSG, fusion	1	1
ENSG00000183576.13	SETD3	protein_coding	14	99397747	99480889	INSUFFICIENT_EVIDENCE	1	0
ENSG00000100811.14	YY1	protein_coding	14	100238297	100282788	ONCOGENE	1	0
ENSG00000080824.19	HSP90AA1	protein_coding	14	102080741	102139699	fusion	1	1
ENSG00000131323.16	TRAF3	protein_coding	14	102777448	102911500	TSG	1	0
ENSG00000142208.18	AKT1	protein_coding	14	104769348	104795751	oncogene	1	1
ENSG00000258590.5	NBEAP1	transcribed_unprocessed_pseudogene	15	20657637	20688408		1	0
ENSG00000166922.8	SCG5	protein_coding	15	32641675	32697098	ONCOGENE	1	0
ENSG00000166923.12	GREM1	protein_coding	15	32718003	32745106	ONCOGENE	1	0
ENSG00000184507.16	NUTM1	protein_coding	15	34343314	34357737	oncogene, fusion	1	1
ENSG00000166068.13	SPRED1	protein_coding	15	38252835	38357249	TSG	1	0
ENSG00000156970.13	BUB1B	protein_coding	15	40161022	40221123	TSG	1	1
ENSG00000128944.13	KNSTRN	protein_coding	15	40382720	40394246	oncogene	1	1
ENSG00000137812.20	KNL1	protein_coding	15	40594019	40664342	TSG, fusion	1	1
ENSG00000051180.17	RAD51	protein_coding	15	40694773	40732340	fusion, oncogene	1	1
ENSG00000062524.16	LTK	protein_coding	15	41503636	41513887	ONCOGENE	1	0
ENSG00000092445.12	TYRO3	protein_coding	15	41557674	41583589		1	0
ENSG00000174197.17	MGA	protein_coding	15	41621133	41773081	TSG	1	0
ENSG00000067369.14	TP53BP1	protein_coding	15	43403060	43510728	TSG	1	0
ENSG00000166710.21	B2M	protein_coding	15	44711486	44718851	TSG	1	1
ENSG00000179362.14	HMGN2P46	transcribed_processed_pseudogene	15	45511135	45586290	fusion	0	1
ENSG00000140285.12	FGF7	protein_coding	15	49423236	49488775	ONCOGENE	1	0
ENSG00000138592.14	USP8	protein_coding	15	50424379	50514421	oncogene	1	1
ENSG00000137869.15	CYP19A1	protein_coding	15	51208056	51338601	ONCOGENE	1	0
ENSG00000197535.15	MYO5A	protein_coding	15	52307282	52529050	fusion	1	1
ENSG00000261652.3	C15orf65	protein_coding	15	55408494	55418798	fusion	0	1
ENSG00000140262.18	TCF12	protein_coding	15	56918622	57299281	fusion	1	1
ENSG00000169032.10	MAP2K1	protein_coding	15	66386836	66491544	oncogene	1	1
ENSG00000166949.17	SMAD3	protein_coding	15	67063762	67195173	TSG	1	1
ENSG00000140332.17	TLE3	protein_coding	15	70047789	70098176	INSUFFICIENT_EVIDENCE	1	0
ENSG00000103855.18	CD276	protein_coding	15	73683965	73714514	ONCOGENE	1	0
ENSG00000140464.20	PML	protein_coding	15	73994672	74047827	TSG, fusion	1	1
ENSG00000179361.18	ARID3B	protein_coding	15	74541205	74598131	ONCOGENE	1	0
ENSG00000140538.16	NTRK3	protein_coding	15	87859750	88256768	oncogene, fusion	1	1
ENSG00000140525.19	FANCI	protein_coding	15	89243944	89317261	TSG	1	1
ENSG00000140521.17	POLG	protein_coding	15	89305197	89334861	TSG	1	1
ENSG00000182054.10	IDH2	protein_coding	15	90083044	90102477	oncogene	1	1
ENSG00000140575.13	IQGAP1	protein_coding	15	90388241	90502239	ONCOGENE	1	0
ENSG00000140577.16	CRTC3	protein_coding	15	90529922	90645345	fusion	1	1
ENSG00000197299.13	BLM	protein_coding	15	90717345	90816166	TSG	1	1
ENSG00000140564.13	FURIN	protein_coding	15	90868587	90883564	ONCOGENE	1	0
ENSG00000182511.12	FES	protein_coding	15	90883694	90895776	oncogene, TSG	1	1
ENSG00000173575.22	CHD2	protein_coding	15	92900188	93027996	TSG	1	1
ENSG00000185551.15	NR2F2	protein_coding	15	96325937	96340263		0	1
ENSG00000140443.15	IGF1R	protein_coding	15	98648538	98964530	ONCOGENE	1	0
ENSG00000103126.15	AXIN1	protein_coding	16	287439	352723	TSG	1	1
ENSG00000161996.19	WDR90	protein_coding	16	649310	667833		1	0
ENSG00000065057.9	NTHL1	protein_coding	16	2039814	2047866	TSG	1	1
ENSG00000103197.18	TSC2	protein_coding	16	2047966	2089491	TSG	1	1
ENSG00000131653.13	TRAF7	protein_coding	16	2155697	2178129	TSG	1	1
ENSG00000140992.19	PDPK1	protein_coding	16	2537978	2603188	INSUFFICIENT_EVIDENCE	1	0
ENSG00000059122.17	FLYWCH1	protein_coding	16	2911930	2951208		1	0
ENSG00000188827.11	SLX4	protein_coding	16	3581180	3611606	TSG	1	0
ENSG00000005339.15	CREBBP	protein_coding	16	3725053	3880713	oncogene, TSG, fusion	1	1
ENSG00000183454.18	GRIN2A	protein_coding	16	9753403	10182928	TSG	1	1
ENSG00000179583.20	CIITA	protein_coding	16	10866221	10943021	TSG, fusion	1	1
ENSG00000175643.10	RMI2	protein_coding	16	11249618	11381662	TSG, fusion	1	1
ENSG00000185338.7	SOCS1	protein_coding	16	11254416	11256204	TSG	1	1
ENSG00000048462.11	TNFRSF17	protein_coding	16	11965209	11968068	oncogene, fusion	1	1
ENSG00000048471.14	SNX29	protein_coding	16	11976733	12574287	fusion	1	1
ENSG00000175595.16	ERCC4	protein_coding	16	13920137	13952348	TSG	1	1
ENSG00000133392.18	MYH11	protein_coding	16	15703134	15857028	fusion	1	1
ENSG00000157106.17	SMG1	protein_coding	16	18804859	18926408	TSG	1	0
ENSG00000083093.10	PALB2	protein_coding	16	23603159	23641310	TSG	1	1
ENSG00000166501.14	PRKCB	protein_coding	16	23835982	24220611	ONCOGENE_AND_TSG	1	1
ENSG00000103522.16	IL21R	protein_coding	16	27402173	27452042	fusion	1	1
ENSG00000177455.15	CD19	protein_coding	16	28931964	28939342	ONCOGENE	1	0
ENSG00000102882.12	MAPK3	protein_coding	16	30114104	30123506	ONCOGENE	1	0
ENSG00000099381.19	SETD1A	protein_coding	16	30957753	30984664	ONCOGENE	1	0
ENSG00000052344.16	PRSS8	protein_coding	16	31131432	31135727		1	0
ENSG00000089280.19	FUS	protein_coding	16	31180137	31191605	TSG, fusion	1	1
ENSG00000083799.18	CYLD	protein_coding	16	50742049	50801935	TSG	1	1
ENSG00000102900.13	NUP93	protein_coding	16	56730117	56850286	INSUFFICIENT_EVIDENCE	1	0
ENSG00000051108.15	HERPUD1	protein_coding	16	56932141	56944864	fusion	1	1
ENSG00000103037.12	SETD6	protein_coding	16	58515478	58523842	INSUFFICIENT_EVIDENCE	1	0
ENSG00000140937.14	CDH11	protein_coding	16	64943752	65126112	TSG, fusion	1	1
ENSG00000067955.15	CBFB	protein_coding	16	67028983	67101058	TSG, fusion	1	1
ENSG00000102974.16	CTCF	protein_coding	16	67562466	67639177	TSG	1	1
ENSG00000039068.20	CDH1	protein_coding	16	68737291	68835537	TSG	1	1
ENSG00000168802.14	CHTF8	protein_coding	16	69118009	69132588	TSG	1	0
ENSG00000181019.13	NQO1	protein_coding	16	69706995	69726668	ONCOGENE	1	0
ENSG00000223496.3	EXOSC6	protein_coding	16	70246777	70251940		1	0
ENSG00000180917.18	CMTR2	protein_coding	16	71281388	71289715	TSG	1	0
ENSG00000040199.18	PHLPP2	protein_coding	16	71637834	71724701	TSG	1	0
ENSG00000140836.17	ZFHX3	protein_coding	16	72782884	73891871	TSG	1	1
ENSG00000168411.14	RFWD3	protein_coding	16	74621398	74666877	TSG	0	1
ENSG00000178573.7	MAF	protein_coding	16	79585842	79600737	oncogene, fusion	1	1
ENSG00000166454.10	ATMIN	protein_coding	16	81035841	81047350	TSG	1	0
ENSG00000197943.10	PLCG2	protein_coding	16	81739096	81962685	ONCOGENE	1	0
ENSG00000086696.11	HSD17B2	protein_coding	16	82035003	82098534	TSG	1	0
ENSG00000140968.11	IRF8	protein_coding	16	85899161	85922606	TSG	1	0
ENSG00000103241.7	FOXF1	protein_coding	16	86510526	86515422	ONCOGENE_AND_TSG	1	0
ENSG00000103264.18	FBXO31	protein_coding	16	87326986	87392142		1	0
ENSG00000129993.15	CBFA2T3	protein_coding	16	88874857	88977207	TSG, fusion	1	1
ENSG00000167522.16	ANKRD11	protein_coding	16	89267629	89490561	TSG	1	0
ENSG00000187741.15	FANCA	protein_coding	16	89737548	89816657	TSG	1	1
ENSG00000108953.17	YWHAE	protein_coding	17	1344274	1400222	TSG, fusion	1	1
ENSG00000174231.17	PRPF8	protein_coding	17	1650628	1684867	TSG	1	0
ENSG00000129204.17	USP6	protein_coding	17	5116031	5175034	oncogene, fusion	1	1
ENSG00000029725.17	RABEP1	protein_coding	17	5282264	5386340	fusion	1	1
ENSG00000175826.12	CTDNEP1	protein_coding	17	7243590	7252491	TSG	1	0
ENSG00000132522.16	GPS2	protein_coding	17	7311323	7315564	TSG	1	0
ENSG00000181222.19	POLR2A	protein_coding	17	7484365	7514616		0	1
ENSG00000161955.17	TNFSF13	protein_coding	17	7558291	7561608	ONCOGENE	1	0
ENSG00000141510.18	TP53	protein_coding	17	7661778	7687538	oncogene, TSG, fusion	1	1
ENSG00000179593.16	ALOX15B	protein_coding	17	8039033	8049134	TSG	1	0
ENSG00000179477.11	ALOX12B	protein_coding	17	8072635	8087716	ONCOGENE_AND_TSG	1	0
ENSG00000179094.16	PER1	protein_coding	17	8140471	8156506	TSG, fusion	1	1
ENSG00000178999.13	AURKB	protein_coding	17	8204732	8210600	ONCOGENE	1	0
ENSG00000178971.16	CTC1	protein_coding	17	8224814	8248056	INSUFFICIENT_EVIDENCE	1	0
ENSG00000007237.19	GAS7	protein_coding	17	9910605	10198606	fusion	1	1
ENSG00000065559.15	MAP2K4	protein_coding	17	12020828	12143830	oncogene, TSG	1	1
ENSG00000141027.21	NCOR1	protein_coding	17	16029156	16218185	TSG	1	1
ENSG00000154803.13	FLCN	protein_coding	17	17212211	17237188	TSG	1	1
ENSG00000141034.10	GID4	protein_coding	17	18039407	18068405		1	0
ENSG00000128487.18	SPECC1	protein_coding	17	20008864	20319026	fusion	0	1
ENSG00000196535.17	MYO18A	protein_coding	17	29071121	29180398		1	0
ENSG00000196712.18	NF1	protein_coding	17	31094926	31382116	TSG, fusion	1	1
ENSG00000178691.11	SUZ12	protein_coding	17	31937006	32001038	oncogene, TSG, fusion	1	1
ENSG00000132141.14	CCT6B	protein_coding	17	34927858	34981078		1	0
ENSG00000185379.21	RAD51D	protein_coding	17	35092220	35121522	TSG	1	1
ENSG00000172716.16	SLFN11	protein_coding	17	35350304	35373701	TSG	1	0
ENSG00000270647.6	TAF15	protein_coding	17	35713790	35864615	oncogene, fusion	1	1
ENSG00000275410.6	HNF1B	protein_coding	17	37686430	37745059	INSUFFICIENT_EVIDENCE	1	0
ENSG00000275023.5	MLLT6	protein_coding	17	38705272	38729795	fusion	1	1
ENSG00000002834.18	LASP1	protein_coding	17	38869858	38921770	fusion	1	1
ENSG00000167258.15	CDK12	protein_coding	17	39461485	39564907	TSG	1	1
ENSG00000141736.14	ERBB2	protein_coding	17	39687913	39730426	oncogene, fusion	1	1
ENSG00000141738.14	GRB7	protein_coding	17	39737926	39747291	ONCOGENE	1	0
ENSG00000161405.17	IKZF3	protein_coding	17	39757717	39864312	oncogene, TSG, fusion	1	1
ENSG00000131759.18	RARA	protein_coding	17	40309179	40357643	oncogene, fusion	1	1
ENSG00000131747.15	TOP2A	protein_coding	17	40388524	40417896	ONCOGENE	1	0
ENSG00000126353.3	CCR7	protein_coding	17	40553768	40565472	oncogene	0	1
ENSG00000073584.20	SMARCE1	protein_coding	17	40624961	40648654	TSG	1	1
ENSG00000173757.10	STAT5B	protein_coding	17	42199176	42276707	oncogene, TSG, fusion	1	1
ENSG00000126561.18	STAT5A	protein_coding	17	42287546	42311943	ONCOGENE	1	0
ENSG00000168610.16	STAT3	protein_coding	17	42313323	42388540	oncogene	1	1
ENSG00000108799.13	EZH1	protein_coding	17	42700274	42745049	ONCOGENE	1	0
ENSG00000012048.23	BRCA1	protein_coding	17	43044294	43170245	TSG	1	1
ENSG00000175832.13	ETV4	protein_coding	17	43527843	43579620	oncogene, fusion	1	1
ENSG00000108312.15	UBTF	protein_coding	17	44205032	44221626	oncogene, fusion	1	1
ENSG00000006062.18	MAP3K14	protein_coding	17	45263118	45317029	ONCOGENE	1	0
ENSG00000159184.8	HOXB13	protein_coding	17	48724762	48728750	ONCOGENE_AND_TSG	1	0
ENSG00000121067.19	SPOP	protein_coding	17	49598883	49678163	TSG	1	1
ENSG00000136504.13	KAT7	protein_coding	17	49788647	49835026	oncogene	1	1
ENSG00000108821.14	COL1A1	protein_coding	17	50184100	50201632	fusion	1	1
ENSG00000108846.16	ABCC3	protein_coding	17	50634776	50692253	ONCOGENE	1	0
ENSG00000108924.14	HLF	protein_coding	17	55264959	55325187	oncogene, fusion	1	1
ENSG00000153944.12	MSI2	protein_coding	17	57255850	57684689	oncogene, fusion	1	1
ENSG00000108375.13	RNF43	protein_coding	17	58353675	58417595	TSG	1	1
ENSG00000108384.15	RAD51C	protein_coding	17	58692572	58735611	TSG	1	1
ENSG00000141367.12	CLTC	protein_coding	17	59619688	59696956	TSG, fusion	1	1
ENSG00000108443.14	RPS6KB1	protein_coding	17	59893045	59950574	ONCOGENE	1	0
ENSG00000170836.12	PPM1D	protein_coding	17	60600182	60666280	oncogene	1	1
ENSG00000136492.10	BRIP1	protein_coding	17	61679138	61863559	TSG	1	1
ENSG00000007312.13	CD79B	protein_coding	17	63928739	63932336	oncogene	1	1
ENSG00000108654.16	DDX5	protein_coding	17	64498253	64508199	oncogene, fusion	1	1
ENSG00000120063.10	GNA13	protein_coding	17	65009288	65056740	ONCOGENE_AND_TSG	1	0
ENSG00000168646.13	AXIN2	protein_coding	17	65528562	65561648	TSG	1	1
ENSG00000108946.15	PRKAR1A	protein_coding	17	68511779	68551319	oncogene, TSG, fusion	1	1
ENSG00000125398.8	SOX9	protein_coding	17	72121019	72126416	ONCOGENE_AND_TSG	1	0
ENSG00000132475.10	H3-3B	protein_coding	17	75776433	75785893	INSUFFICIENT_EVIDENCE	1	0
ENSG00000161547.17	SRSF2	protein_coding	17	76734114	76737333	oncogene	1	1
ENSG00000184640.20	SEPTIN9	protein_coding	17	77280568	77500596		1	0
ENSG00000184557.4	SOCS3	protein_coding	17	78356777	78360077	TSG	1	0
ENSG00000171302.17	CANT1	protein_coding	17	78991715	79009867	fusion	1	1
ENSG00000173821.19	RNF213	protein_coding	17	80260865	80398786	fusion	1	1
ENSG00000141564.15	RPTOR	protein_coding	17	80544818	80966371	ONCOGENE	1	0
ENSG00000184009.13	ACTG1	protein_coding	17	81509412	81523847	TSG	1	0
ENSG00000169696.16	ASPSCR1	protein_coding	17	81976806	82017406	fusion	1	1
ENSG00000141579.7	ZNF750	protein_coding	17	82829433	82840022	TSG	1	0
ENSG00000176890.16	TYMS	protein_coding	18	657652	673578	ONCOGENE	1	0
ENSG00000176105.14	YES1	protein_coding	18	721587	812546	ONCOGENE	1	0
ENSG00000175354.20	PTPN2	protein_coding	18	12785477	12929643	TSG	1	0
ENSG00000067900.8	ROCK1	protein_coding	18	20946905	21111813	oncogene	0	1
ENSG00000101752.12	MIB1	protein_coding	18	21704956	21870953		1	0
ENSG00000141448.11	GATA6	protein_coding	18	22169588	22202528	ONCOGENE	1	0
ENSG00000198795.11	ZNF521	protein_coding	18	25061923	25352190	oncogene, fusion	1	1
ENSG00000141380.14	SS18	protein_coding	18	26016252	26091217	fusion	1	1
ENSG00000170558.10	CDH2	protein_coding	18	27932878	28177946	ONCOGENE	1	0
ENSG00000172466.16	ZNF24	protein_coding	18	35332226	35345482		1	0
ENSG00000134759.14	ELP2	protein_coding	18	36129443	36180557		1	0
ENSG00000078142.13	PIK3C3	protein_coding	18	41955233	42087830	INSUFFICIENT_EVIDENCE	1	0
ENSG00000152217.20	SETBP1	protein_coding	18	44680172	45068510	oncogene, fusion	1	1
ENSG00000175387.16	SMAD2	protein_coding	18	47808956	47931146	TSG	1	1
ENSG00000141646.14	SMAD4	protein_coding	18	51028393	51085045	TSG	1	1
ENSG00000187323.12	DCC	protein_coding	18	52340196	53535903		0	1
ENSG00000119547.6	ONECUT2	protein_coding	18	57435373	57491298	ONCOGENE	1	0
ENSG00000172175.15	MALT1	protein_coding	18	58671464	58754477	oncogene, fusion	1	1
ENSG00000141682.12	PMAIP1	protein_coding	18	59899995	59904305	TSG	1	0
ENSG00000141655.17	TNFRSF11A	protein_coding	18	62325286	62391288		1	0
ENSG00000081913.14	PHLPP1	protein_coding	18	62715540	62980433	TSG	1	0
ENSG00000171791.14	BCL2	protein_coding	18	63123345	63320128	oncogene, fusion	1	1
ENSG00000119537.18	KDSR	protein_coding	18	63327725	63367228	fusion	1	1
ENSG00000206073.11	SERPINB4	protein_coding	18	63637258	63644256	INSUFFICIENT_EVIDENCE	1	0
ENSG00000057149.16	SERPINB3	protein_coding	18	63655196	63661893	ONCOGENE_AND_TSG	1	0
ENSG00000070404.10	FSTL3	protein_coding	19	676391	683392	oncogene, fusion	1	1
ENSG00000116017.11	ARID3A	protein_coding	19	925780	975939	TSG	1	0
ENSG00000118046.16	STK11	protein_coding	19	1177557	1228431	TSG	1	1
ENSG00000071626.17	DAZAP1	protein_coding	19	1407568	1435687	INSUFFICIENT_EVIDENCE	1	0
ENSG00000115268.10	RPS15	protein_coding	19	1438357	1440495	ONCOGENE	1	0
ENSG00000071564.17	TCF3	protein_coding	19	1609289	1652615	oncogene, TSG, fusion	1	1
ENSG00000104885.18	DOT1L	protein_coding	19	2163932	2232578	ONCOGENE	1	0
ENSG00000099860.9	GADD45B	protein_coding	19	2476121	2478259		1	0
ENSG00000065717.15	TLE2	protein_coding	19	2997638	3047635	INSUFFICIENT_EVIDENCE	1	0
ENSG00000088256.9	GNA11	protein_coding	19	3094361	3123999	oncogene	1	1
ENSG00000105325.15	FZR1	protein_coding	19	3506310	3538334	ONCOGENE_AND_TSG	1	0
ENSG00000178951.9	ZBTB7A	protein_coding	19	4043302	4066899	ONCOGENE_AND_TSG	1	0
ENSG00000126934.14	MAP2K2	protein_coding	19	4090320	4124122	oncogene	1	1
ENSG00000141985.9	SH3GL1	protein_coding	19	4360369	4400547	oncogene, fusion	1	1
ENSG00000105426.17	PTPRS	protein_coding	19	5158494	5340803	TSG	1	0
ENSG00000130382.9	MLLT1	protein_coding	19	6210380	6279975	fusion	1	1
ENSG00000125726.11	CD70	protein_coding	19	6583182	6604103	ONCOGENE	1	0
ENSG00000141968.8	VAV1	protein_coding	19	6772707	6857366	fusion	1	1
ENSG00000171105.14	INSR	protein_coding	19	7112254	7294414	ONCOGENE	1	0
ENSG00000090659.18	CD209	protein_coding	19	7739992	7747564		0	1
ENSG00000181143.15	MUC16	protein_coding	19	8848843	8981342	oncogene	0	1
ENSG00000130816.17	DNMT1	protein_coding	19	10133341	10231286	ONCOGENE	1	0
ENSG00000267534.4	S1PR2	protein_coding	19	10221432	10231331		1	0
ENSG00000105397.14	TYK2	protein_coding	19	10350528	10380572	ONCOGENE	1	0
ENSG00000079999.14	KEAP1	protein_coding	19	10486124	10503558	TSG	1	1
ENSG00000079805.19	DNM2	protein_coding	19	10718054	10833488	TSG	1	1
ENSG00000142453.12	CARM1	protein_coding	19	10871552	10923075	INSUFFICIENT_EVIDENCE	1	0
ENSG00000127616.20	SMARCA4	protein_coding	19	10960931	11079426	TSG	1	1
ENSG00000187266.14	EPOR	protein_coding	19	11377206	11384342	ONCOGENE	1	0
ENSG00000130159.14	ECSIT	protein_coding	19	11505928	11529172	ONCOGENE	1	0
ENSG00000104889.7	RNASEH2A	protein_coding	19	12806583	12813640	ONCOGENE	1	0
ENSG00000179218.15	CALR	protein_coding	19	12938577	12944489	oncogene	1	1
ENSG00000104903.5	LYL1	protein_coding	19	13099032	13103161	oncogene, fusion	1	1
ENSG00000072062.15	PRKACA	protein_coding	19	14091687	14118084	oncogene	1	1
ENSG00000132002.9	DNAJB1	protein_coding	19	14514768	14560391	fusion	1	1
ENSG00000074181.9	NOTCH3	protein_coding	19	15159037	15200995	ONCOGENE_AND_TSG	1	0
ENSG00000141867.19	BRD4	protein_coding	19	15235518	15332545	oncogene, fusion	1	1
ENSG00000167460.17	TPM4	protein_coding	19	16067020	16103002	fusion	1	1
ENSG00000127528.6	KLF2	protein_coding	19	16324825	16328685	TSG	1	0
ENSG00000105393.16	BABAM1	protein_coding	19	17267375	17281249	INSUFFICIENT_EVIDENCE	1	0
ENSG00000105639.20	JAK3	protein_coding	19	17824779	17848071	oncogene	1	1
ENSG00000105647.19	PIK3R2	protein_coding	19	18153162	18170532	oncogene	1	1
ENSG00000105656.13	ELL	protein_coding	19	18442662	18522116	TSG, fusion	1	1
ENSG00000105662.16	CRTC1	protein_coding	19	18683677	18782333	oncogene, fusion	1	1
ENSG00000005007.13	UPF1	protein_coding	19	18831958	18868230	INSUFFICIENT_EVIDENCE	1	0
ENSG00000213999.17	MEF2B	protein_coding	19	19145566	19192131	ONCOGENE	1	0
ENSG00000197013.10	ZNF429	protein_coding	19	21496681	21556270		0	1
ENSG00000105173.14	CCNE1	protein_coding	19	29811990	29824312	oncogene	1	1
ENSG00000121289.18	CEP89	protein_coding	19	32875924	32971991	fusion	0	1
ENSG00000245848.3	CEBPA	protein_coding	19	33299933	33302534	TSG	1	1
ENSG00000257103.9	LSM14A	protein_coding	19	34172503	34229288	fusion	0	1
ENSG00000012124.17	CD22	protein_coding	19	35319260	35347361	NEITHER	1	0
ENSG00000272333.7	KMT2B	protein_coding	19	35717972	35738878	TSG	1	0
ENSG00000090932.11	DLL3	protein_coding	19	39498894	39508481	ONCOGENE	1	0
ENSG00000105221.18	AKT2	protein_coding	19	40230316	40285536	oncogene	1	1
ENSG00000167601.12	AXL	protein_coding	19	41219222	41261766	ONCOGENE	1	0
ENSG00000105369.10	CD79A	protein_coding	19	41877278	41881372	oncogene	1	1
ENSG00000028277.21	POU2F2	protein_coding	19	42086109	42196585	ONCOGENE	1	0
ENSG00000105722.10	ERF	protein_coding	19	42247568	42255128	TSG	1	0
ENSG00000079432.9	CIC	protein_coding	19	42268536	42295797	oncogene, TSG, fusion	1	1
ENSG00000073050.12	XRCC1	protein_coding	19	43543310	43580473	TSG	1	0
