gene_symbol	CHRO	BASESTART	BASESTOP	ENSEMBLGENEID	ENTREZGENEID
C11orf60	11	118544535	118566033	NA	1489
C11orf61	11	124766525	124800389	NA	23
C11orf63	11	122882527	122959722	NA	190
C11orf65	11	108382999	108467531	NA	176
C11orf66	11	61481119	61490928	NA	1054
C11orf67	11	77821150	77918418	NA	147
C11orf68	11	65916811	65919060	NA	1087
C11orf70	11	102047437	102084560	NA	1363
C11orf71	11	114391447	114400550	NA	1457
C11orf72	11	67602879	67606706	NA	1100
C11orf73	11	86302210	86345943	NA	1243
C11orf74	11	36594492	36659291	NA	864
C11orf75	11	93478472	93543380	NA	1298
C11orf76	11	70862789	70865115	NA	1125
C11orf79	11	61430141	61446732	NA	1053
C11orf80	11	66744735	66843516	NA	1094
C11orf82	11	82901726	82934657	NA	1217
C11orf83	11	62671685	62673573	NA	1063
C11orf84	11	63813373	63827718	NA	1071
C11orf85	11	64938229	64972091	NA	1080
C11orf86	11	66975282	66977008	NA	1095
C11orf87	11	109422119	109429167	NA	1419
C11orf88	11	111514784	111537031	NA	1435
C11orf9	11	61755423	61786143	NA	1056
C11orf91	11	33698107	33700740	NA	842
C11orf94	11	45906534	45907282	NA	935
C11orf95	11	63759891	63768641	NA	1071
C11orf96	11	43942555	43943883	NA	920
C11orf97	11	94512528	94532123	NA	1306
C11orf98	11	62662816	62665216	NA	1063
C12orf10	12	53299685	53307181	NA	991
C12orf11	12	26905183	26938010	NA	790
C12orf12	12	90952214	90955176	NA	1278
C12orf23	12	106955926	106973983	NA	1401
C12orf24	12	110468610	110490386	NA	1427
C12orf26	12	82358544	82479166	NA	151
C12orf28	12	69932535	69958607	NA	1118
C12orf29	12	88035490	88050160	NA	1256
C12orf30	12	112029454	112108831	NA	179
C12orf33	12	9055588	9065070	NA	654
C12orf34	12	109744109	109770495	NA	1422
C12orf35	12	31959467	31992744	NA	103
C12orf36	12	13373013	13376562	NA	687
C12orf39	12	21526321	21531276	NA	749
C12orf4	12	4487729	4538508	NA	619
C12orf40	12	39626169	39721916	NA	110
C12orf41	12	48653415	48682220	NA	956
C12orf42	12	103237590	103496010	NA	171
C12orf43	12	121002421	121016502	NA	1508
C12orf44	12	52070021	52077495	NA	982
C12orf45	12	104986319	104994727	NA	173
C12orf48	12	102123987	102197361	NA	1364
C12orf49	12	116713319	116738070	NA	1475
C12orf5	12	4321233	4353174	NA	77
C12orf50	12	87980038	88029399	NA	1256
C12orf52	12	113185994	113192155	NA	1448
C12orf53	12	6693790	6700646	NA	636
C12orf54	12	48482502	48496514	NA	954
C12orf56	12	64266982	64390565	NA	134
C12orf57	12	6943437	6946003	NA	637
C12orf59	12	10179513	10191800	NA	662
C12orf60	12	14803571	14823857	NA	87
C12orf61	12	62602648	62603428	NA	1062
C12orf62	12	50112116	50120451	NA	967
C12orf63	12	96649925	96765254	NA	165
C12orf65	12	123233296	123257959	NA	1525
C12orf66	12	64186311	64222296	NA	1074
C12orf68	12	48183631	48185926	NA	952
C12orf69	12	14805073	14814158	NA	87
C12orf71	12	27081056	27082522	NA	791
C12orf72	12	31659186	31668967	NA	826
C12orf73	12	103950202	103957215	NA	1378
C12orf74	12	92702842	92708549	NA	1292
C12orf75	12	105330635	105371518	NA	1388
C12orf76	12	110041176	110067695	NA	1424
C12orf77	12	24993430	24997439	NA	775
C12orf79	12	91984975	92142671	NA	160
C12orf80	12	52205580	52210855	NA	983
C13orf1	13	49912709	49936304	NA	965
C13orf15	13	41457549	41470871	NA	901
C13orf16	13	111320667	111344247	NA	1434
C13orf18	13	46342964	46387233	NA	938
C13orf23	13	39010150	39037331	NA	882
C13orf26	13	30932696	30975016	NA	102
C13orf27	13	102766115	102773792	NA	1369
C13orf28	13	112376354	112434687	NA	1442
C13orf29	13	110869230	110869815	NA	1430
C13orf3	13	21153594	21176571	NA	746
C13orf30	13	42781628	42788838	NA	911
C13orf31	13	43879863	43891641	NA	919
C13orf33	13	30906290	30925572	NA	820
C13orf34	13	72727925	72756196	NA	142
C13orf36	13	36673911	36697508	NA	864
C13orf37	13	72708718	72727800	NA	1139
C13orf38	13	36227119	36297749	NA	861
C13orf39	13	102686005	102694521	NA	1368
C14orf1	14	75650889	75661195	NA	1162
C14orf100	14	59484507	59504715	NA	1038
C14orf101	14	56579883	56634953	NA	15
C14orf102	14	90278053	90331915	NA	159
C14orf105	14	57469299	57493863	NA	1023
C14orf106	14	45203189	45253193	NA	116
C14orf115	14	74348491	74360008	NA	1152
C14orf118	14	76151921	76174037	NA	145
C14orf119	14	23095473	23100456	NA	761
C14orf126	14	31446989	31457425	NA	12
C14orf129	14	96379684	96387226	NA	1320
C14orf132	14	96039323	96093971	NA	164
C14orf133	14	77426674	77457561	NA	1175
C14orf138	14	50109531	50116600	NA	967
C14orf142	14	93202891	93207114	NA	1296
C14orf143	14	89794996	89954689	NA	158
C14orf145	14	80497095	80916562	NA	18
C14orf147	14	34432945	34462356	NA	847
C14orf148	14	77394020	77423034	NA	1175
C14orf149	14	59472860	59484368	NA	1038
C14orf153	14	103562993	103592173	NA	1375
C14orf156	14	77708102	77717595	NA	1177
C14orf159	14	91114012	91225396	NA	1280
C14orf166	14	51989509	52004702	NA	981
C14orf166B	14	76826533	76870206	NA	1171
C14orf169	14	73490933	73493401	NA	1145
C14orf174	14	77377398	77379201	NA	1175
C14orf177	14	98711612	98717766	NA	1338
C14orf178	14	77760829	77769742	NA	1178
C14orf179	14	75985781	76083746	NA	145
C14orf180	14	104579683	104589847	NA	1382
C14orf181	14	68795795	68796294	NA	1109
C14orf182	14	49982183	50007243	NA	966
C14orf183	14	50083650	50092643	NA	967
C14orf2	14	103912287	103921566	NA	1377
C14orf21	14	24299878	24305218	NA	770
C14orf28	14	44897303	44907257	NA	927
C14orf37	14	58004089	58152129	NA	128
C14orf39	14	60435955	60486046	NA	1046
C14orf49	14	95417744	95475836	NA	20
C14orf50	14	64549936	64589379	NA	1077
C14orf68	14	100323361	100330043	NA	1350
C14orf73	14	103100143	103110271	NA	1371
C14orf79	14	104986278	104995518	NA	173
C14orf80	14	105489854	105499248	NA	1389
C14orf83	14	67473195	67487127	NA	1099
C14orf93	14	22986900	23010201	NA	760
C14orf94	14	22946227	22957131	NA	760
C15orf17	15	74900965	74906838	NA	1156
C15orf23	15	40382791	40393806	NA	893
C15orf24	15	34084294	34101930	NA	845
C15orf26	15	81134302	81149175	NA	1204
C15orf27	15	76059957	76204963	NA	1166
C15orf29	15	34141399	34210057	NA	105
C15orf32	15	92471676	92501117	NA	1290
C15orf33	15	49422514	49620854	NA	120
C15orf37	15	79922770	79923260	NA	1194
C15orf38	15	89900599	89912927	NA	1270
C15orf38-AP3S2	15	89830598	89912990	NA	1270
C15orf39	15	75201879	75212169	NA	1158
C15orf40	15	82988962	83011641	NA	1218
C15orf41	15	36579602	36810260	NA	13
C15orf43	15	44956701	44979223	NA	115
C15orf44	15	65578779	65611116	NA	1085
C15orf45	15	32670046	32671664	NA	834
C15orf48	15	45430528	45433449	NA	931
C15orf49	15	25091959	25092377	NA	776
C15orf52	15	40331451	40340967	NA	892
C15orf53	15	38696597	38700038	NA	880
C15orf54	15	39250668	39254842	NA	884
C15orf55	15	34345892	34357568	NA	847
C15orf56	15	40250664	40252909	NA	892
C15orf57	15	40531340	40565057	NA	894
C15orf58	15	90240908	90242066	NA	1273
C15orf59	15	73735430	73752370	NA	1147
C15orf61	15	67521183	67527303	NA	1100
C15orf62	15	40769960	40772449	NA	896
C15orf65	15	55408524	55418712	NA	1007
C16orf11	16	560421	565529	NA	589
C16orf13	16	634426	636366	NA	589
C16orf14	16	641848	648474	NA	589
C16orf3	16	90028934	90029367	NA	1271
C16orf35	16	85804	138385	NA	73
C16orf38	16	1485934	1488468	NA	596
C16orf42	16	1349239	1351872	NA	595
C16orf45	16	15434467	15588259	NA	703
C16orf46	16	81053496	81077267	NA	1203
C16orf47	16	73126637	73144447	NA	142
C16orf48	16	67662946	67666692	NA	1101
C16orf5	16	4511323	4538761	NA	619
C16orf52	16	22008134	22084651	NA	11
C16orf53	16	29816510	29820115	NA	812
C16orf54	16	29742464	29746019	NA	811
C16orf55	16	89657799	89670473	NA	1269
C16orf57	16	58001436	58021618	NA	1027
C16orf58	16	31489474	31508419	NA	825
C16orf59	16	2460113	2464963	NA	603
C16orf61	16	80975801	81006891	NA	150
C16orf62	16	19555414	19701163	NA	91
C16orf63	16	15866475	15888600	NA	706
C16orf65	16	21983867	22001110	NA	752
C16orf68	16	8621690	8646222	NA	650
C16orf7	16	89707861	89720863	NA	1269
C16orf70	16	67110011	67148539	NA	1097
C16orf71	16	4734287	4749396	NA	621
C16orf72	16	9091679	9119698	NA	654
C16orf73	16	1833987	1860454	NA	74
C16orf74	16	85707517	85751083	NA	154
C16orf75	16	11249648	11351760	NA	671
C16orf78	16	49373807	49399431	NA	961
C16orf79	16	2209252	2211010	NA	601
C16orf80	16	58113592	58129361	NA	1028
C16orf82	16	27066714	27069166	NA	791
C16orf84	16	88706482	88715378	NA	1261
C16orf85	16	88553777	88566717	NA	1260
C16orf86	16	67666813	67668758	NA	1101
C16orf87	16	46802046	46831162	NA	942
C16orf88	16	19706351	19718170	NA	735
C16orf89	16	5044121	5066145	NA	623
C16orf90	16	3493483	3495421	NA	611
C16orf91	16	1419743	1429345	NA	595
C16orf92	16	30023333	30024702	NA	814
C16orf93	16	30757422	30762244	NA	819
C16orf95	16	87302797	87317420	NA	1251
C16orf96	16	4556489	4600317	NA	77
C16orf97	16	52026351	52073935	NA	122
C17orf100	17	6651738	6653298	NA	635
C17orf101	17	82392217	82418576	NA	1213
C17orf102	17	34574122	34579369	NA	848
C17orf103	17	21242885	21253410	NA	747
C17orf104	17	44656393	44675797	NA	925
C17orf105	17	43780434	43784686	NA	919
C17orf107	17	4899652	4902932	NA	622
C17orf112	17	52985519	52987652	NA	989
C17orf28	17	74950741	74972787	NA	1156
C17orf37	17	39729155	39730502	NA	888
C17orf39	17	18039291	18065285	NA	722
C17orf45	17	16439047	16442026	NA	710
C17orf46	17	45254392	45262067	NA	930
C17orf47	17	58541586	58544372	NA	1031
C17orf48	17	10697615	10711231	NA	666
C17orf49	17	7014736	7017524	NA	638
C17orf50	17	35760896	35765079	NA	857
C17orf51	17	21528309	21551678	NA	749
C17orf53	17	44141905	44162476	NA	921
C17orf55	17	81303770	81309196	NA	1205
C17orf56	17	81228276	81239040	NA	1204
C17orf57	17	47323983	47441311	NA	946
C17orf58	17	67991098	67993649	NA	1103
C17orf59	17	8188332	8190246	NA	647
C17orf60	17	64449139	64468425	NA	1076
C17orf61	17	7402975	7404099	NA	641
C17orf62	17	82442585	82450831	NA	151
C17orf63	17	28757387	28842723	NA	100
C17orf64	17	60422503	60431426	NA	130
C17orf65	17	44175973	44177637	NA	922
C17orf66	17	35855001	35868827	NA	858
C17orf67	17	56791912	56833895	NA	1018
C17orf68	17	8228089	8248044	NA	647
C17orf70	17	81539884	81552403	NA	1207
C17orf71	17	59210841	59215250	NA	1036
C17orf74	17	7425615	7427567	NA	641
C17orf75	17	32328440	32342209	NA	831
C17orf77	17	74584678	74594209	NA	1154
C17orf78	17	37376042	37392708	NA	870
C17orf79	17	31851879	31859237	NA	828
C17orf80	17	73232232	73248956	NA	1143
C17orf81	17	7252235	7259933	NA	640
C17orf82	17	61411750	61413280	NA	1053
C17orf85	17	3806750	3846251	NA	614
C17orf87	17	5210605	5234795	NA	624
C17orf89	17	81239310	81241298	NA	1204
C17orf90	17	81665035	81666588	NA	1208
C17orf91	17	1712329	1716180	NA	598
C17orf96	17	38671705	38674934	NA	880
C17orf97	17	410326	414666	NA	588
C17orf98	17	38835087	38841389	NA	881
C17orf99	17	78146352	78166283	NA	1181
C18orf1	18	13218795	13646734	NA	10
C18orf10	18	36796070	36829195	NA	865
C18orf21	18	35972624	35979287	NA	859
C18orf22	18	80034477	80046378	NA	1195
C18orf23	18	46334834	46335439	NA	938
C18orf24	18	50375032	50394168	NA	969
C18orf25	18	46174021	46266992	NA	937
C18orf32	18	49481177	49487274	NA	962
C18orf34	18	32937671	33440693	NA	104
C18orf42	18	5143672	5197256	NA	624
C18orf45	18	23297647	23437905	NA	95
C18orf54	18	54357916	54382035	NA	999
C18orf55	18	74148550	74158786	NA	1150
C18orf56	18	649619	658340	NA	73
C18orf61	18	12200778	12224710	NA	678
C18orf62	18	75409871	75427634	NA	1160
C18orf63	18	74315874	74359187	NA	143
C18orf65	18	76495520	76498088	NA	1168
C18orf8	18	23503469	23531807	NA	764
C19orf10	19	4657544	4670370	NA	620
C19orf12	19	29698885	29715789	NA	811
C19orf15	19	38344037	38370918	NA	877
C19orf18	19	57958436	57974534	NA	1027
C19orf2	19	29942511	30015700	NA	101
C19orf20	19	507506	519426	NA	588
C19orf21	19	751125	764318	NA	590
C19orf24	19	1275520	1279244	NA	594
C19orf25	19	1473200	1479229	NA	596
C19orf26	19	1229947	1237991	NA	594
C19orf28	19	3544198	3557573	NA	612
C19orf29	19	3611924	3626762	NA	612
C19orf31	19	4908248	4909803	NA	622
C19orf33	19	38304163	38305006	NA	877
C19orf34	19	1952526	1954547	NA	599
C19orf35	19	2274631	2282182	NA	602
C19orf36	19	2096914	2099580	NA	9
C19orf38	19	10848429	10869684	NA	667
C19orf39	19	11374684	11376693	NA	671
C19orf40	19	32972216	32977495	NA	836
C19orf43	19	12730639	12734715	NA	682
C19orf44	19	16496310	16521369	NA	88
C19orf45	19	7497558	7508450	NA	642
C19orf46	19	36003310	36008771	NA	859
C19orf47	19	40321059	40348527	NA	892
C19orf48	19	50797692	50804853	NA	972
C19orf50	19	18557793	18569376	NA	726
C19orf51	19	55158662	55166597	NA	1005
C19orf52	19	10928747	10930254	NA	668
C19orf53	19	13774442	13778772	NA	690
C19orf54	19	40740855	40750492	NA	895
C19orf55	19	35758211	35769185	NA	857
C19orf56	19	12668070	12669420	NA	681
C19orf57	19	13882354	13906096	NA	86
C19orf59	19	7677056	7679185	NA	643
C19orf6	19	1009650	1021115	NA	592
C19orf60	19	18588684	18592337	NA	726
C19orf61	19	43731153	43754902	NA	918
C19orf62	19	17267442	17279337	NA	716
C19orf63	19	50476535	50483351	NA	970
C19orf66	19	10086118	10093252	NA	82
C19orf67	19	14081631	14085795	NA	692
C19orf68	19	48170691	48197620	NA	952
C19orf70	19	5678413	5680896	NA	628
C19orf71	19	3539156	3544030	NA	612
C19orf73	19	49118396	49119140	NA	959
C19orf80	19	11239618	11241943	NA	670
C19orf81	19	50649444	50659310	NA	971
C19orf83	19	45641646	45642834	NA	933
C19orf84	19	51388288	51390574	NA	977
C1D	2	68042199	68063027	NA	1104
C1GALT1	7	7182614	7248649	NA	79
C1GALT1C1	X	120625673	120630150	NA	1505
C1GALT1C1L	2	43675152	43676322	NA	918
C1QA	1	22636624	22639682	NA	757
C1QB	1	22653188	22661536	NA	757
C1QBP	17	5432776	5439151	NA	626
C1QC	1	22643624	22648110	NA	757
C1QL1	17	44959692	44968276	NA	928
C1QL2	2	119156242	119158895	NA	1494
C1QL3	10	16513742	16522005	NA	88
C1QL4	12	49332410	49337188	NA	961
C1QTNF1	17	79022933	79049788	NA	148
C1QTNF2	5	160347767	160370641	NA	1808
C1QTNF3	5	34017857	34043266	NA	844
C1QTNF3-AMACR	5	33986985	34124528	NA	105
C1QTNF4	11	47589663	47594409	NA	948
C1QTNF5	11	119338933	119346673	NA	1495
C1QTNF6	22	37180165	37188290	NA	868
C1QTNF7	4	15339935	15446167	NA	702
C1QTNF8	16	1088225	1096244	NA	593
C1QTNF9	13	24307165	24322531	NA	770
C1QTNF9B	13	23891098	23897502	NA	767
C1R	12	7080210	7092447	NA	639
C1RL	12	7094549	7109278	NA	639
C1S	12	7060675	7071031	NA	638
C1orf100	1	244352634	244389086	NA	2449
C1orf101	1	244461370	244640360	NA	306
C1orf102	1	36417905	36450451	NA	107
C1orf103	1	110947189	110952281	NA	1431
C1orf104	1	155317432	155324176	NA	1770
C1orf105	1	172420687	172468829	NA	1900
C1orf106	1	200891498	200915736	NA	2117
C1orf107	1	209828006	209851750	NA	273
C1orf109	1	37681569	37692216	NA	872
C1orf110	1	162854296	162868815	NA	1827
C1orf111	1	162373724	162376854	NA	1823
C1orf112	1	169795085	169853088	NA	1880
C1orf114	1	169418787	169427474	NA	1877
C1orf115	1	220690285	220699157	NA	2268
C1orf116	1	207018520	207032756	NA	2164
C1orf120	1	182407770	182409332	NA	1976
C1orf122	1	37807800	37809454	NA	873
C1orf123	1	53214098	53220639	NA	123
C1orf124	1	231337984	231354240	NA	293
C1orf125	1	179365971	179554735	NA	244
C1orf127	1	10946472	10982037	NA	668
C1orf128	1	23778424	23788232	NA	766
C1orf130	1	24595423	24607044	NA	772
C1orf131	1	231223762	231241187	NA	2349
C1orf135	1	25834824	25859412	NA	782
C1orf137	1	116694111	116706603	NA	1475
C1orf138	1	150561003	150561493	NA	1733
C1orf14	1	182899867	182953394	NA	1980
C1orf140	1	221329927	221336296	NA	2273
C1orf141	1	67092175	67134971	NA	0
C1orf144	1	16367224	16396369	NA	88
C1orf145	1	228203505	228213664	NA	2326
C1orf146	1	92218015	92245810	NA	1288
C1orf149	1	37493180	37514775	NA	871
C1orf150	1	247549148	247576546	NA	2473
C1orf151	1	19596989	19626634	NA	734
C1orf156	1	169792531	169794689	NA	1880
C1orf157	1	204032933	204041264	NA	2141
C1orf158	1	12746185	12761169	NA	682
C1orf159	1	1081817	1116356	NA	593
C1orf161	1	116112456	116133621	NA	183
C1orf162	1	111473868	111478512	NA	1435
C1orf163	1	52687470	52698332	NA	123
C1orf167	1	11762192	11789585	NA	674
C1orf168	1	56718803	56819696	NA	127
C1orf172	1	26949561	26952304	NA	790
C1orf174	1	3889132	3900293	NA	614
C1orf175	1	54652888	54700223	NA	125
C1orf177	1	54806062	54842264	NA	1003
C1orf182	1	156337313	156346994	NA	1777
C1orf183	1	111726505	111739379	NA	1437
C1orf185	1	51102233	51148082	NA	121
C1orf186	1	206052722	206102459	NA	2157
C1orf187	1	11691721	11720595	NA	674
C1orf189	1	154199085	154206423	NA	1761
C1orf190	1	46203340	46220331	NA	937
C1orf194	1	109105950	109113857	NA	1417
C1orf195	1	15164195	15171624	NA	700
C1orf198	1	230837118	230869589	NA	2346
C1orf2	1	155247204	155255387	NA	1769
C1orf201	1	24356998	24413740	NA	96
C1orf204	1	159834473	159855347	NA	1804
C1orf21	1	184387015	184629021	NA	3
C1orf210	1	43281885	43285617	NA	915
C1orf211	1	6237810	6239442	NA	632
C1orf212	1	34855043	34859742	NA	850
C1orf213	1	23368966	23371786	NA	763
C1orf216	1	35713875	35719189	NA	857
C1orf217	1	203730576	203731851	NA	2139
C1orf220	1	178542795	178548889	NA	1947
C1orf222	1	1922082	1927403	NA	599
C1orf223	1	46671877	46673494	NA	941
C1orf226	1	162378905	162386818	NA	1823
C1orf228	1	44674721	44725591	NA	115
C1orf229	1	247110159	247112417	NA	2470
C1orf233	1	1598007	1600096	NA	597
C1orf234	1	23010833	23015850	NA	760
C1orf25	1	185119052	185156933	NA	1997
C1orf26	1	185157158	185291688	NA	249
C1orf27	1	186375757	186421371	NA	250
C1orf31	1	234373682	234384045	NA	2373
C1orf35	1	228100726	228103462	NA	2325
C1orf43	1	154206700	154220797	NA	1761
C1orf49	1	178513143	178523431	NA	243
C1orf50	1	42767244	42775742	NA	911
C1orf51	1	150282542	150287092	NA	1731
C1orf52	1	85249953	85259672	NA	1235
C1orf53	1	197902551	197907367	NA	2094
C1orf54	1	150272283	150280924	NA	1731
C1orf55	1	225982703	225999340	NA	2309
C1orf56	1	151047782	151051395	NA	1737
C1orf57	1	232950623	232978473	NA	2362
C1orf58	1	222712815	222732745	NA	2284
C1orf59	1	108648302	108661252	NA	176
C1orf61	1	156404262	156429392	NA	1778
C1orf62	1	108816148	108852698	NA	1415
C1orf63	1	25242248	25338165	NA	97
C1orf64	1	16004235	16006695	NA	707
C1orf65	1	223393425	223395470	NA	2289
C1orf66	1	156728485	156736949	NA	1780
C1orf68	1	152719521	152720429	NA	1750
C1orf70	1	1535206	1540453	NA	596
C1orf71	1	246566460	246648242	NA	2466
C1orf74	1	209779207	209784730	NA	2185
C1orf77	1	153634254	153646301	NA	1757
C1orf83	1	54053667	54097292	NA	997
C1orf85	1	156292692	156295658	NA	1777
C1orf86	1	2184459	2212720	NA	601
C1orf87	1	59990393	60073770	NA	130
C1orf88	1	111346572	111353013	NA	1434
C1orf89	1	16231699	16236951	NA	708
C1orf9	1	172533331	172610751	NA	1901
C1orf91	1	32214476	32222348	NA	830
C1orf92	1	156920649	156933083	NA	1782
C1orf93	1	2586809	2591463	NA	604
C1orf94	1	34166882	34219130	NA	105
C1orf95	1	226548799	226609214	NA	2313
C1orf96	1	229321011	229342988	NA	2334
C1orf99	1	187641225	187643856	NA	2016
C2	6	31897784	31945674	NA	828
C20orf103	20	9514654	9530524	NA	657
C20orf106	20	56524757	56526140	NA	1016
C20orf107	20	56524751	56536508	NA	1016
C20orf108	20	56358969	56368331	NA	126
C20orf11	20	62938118	62945632	NA	1065
C20orf111	20	44196500	44210755	NA	922
C20orf112	20	32447146	32474735	NA	832
C20orf114	20	33283220	33309871	NA	104
C20orf118	20	36876120	36893001	NA	866
C20orf12	20	18384254	18467009	NA	725
C20orf132	20	37101225	37179568	NA	868
C20orf134	20	33666517	33668447	NA	841
C20orf135	20	63861539	63862949	NA	1072
C20orf141	20	2814986	2817026	NA	606
C20orf142	20	44306590	44311178	NA	923
C20orf144	20	33662285	33663915	NA	841
C20orf149	20	63520779	63522171	NA	1069
C20orf151	20	62410356	62419730	NA	1061
C20orf152	20	35968622	36030669	NA	859
C20orf160	20	32010449	32032179	NA	829
C20orf165	20	45886490	45887599	NA	935
C20orf166	20	62550777	62570738	NA	1062
C20orf173	20	35520741	35529652	NA	856
C20orf177	20	59940500	59947506	NA	1042
C20orf185	20	33055330	33073637	NA	837
C20orf186	20	33082947	33111435	NA	837
C20orf194	20	3249301	3407662	NA	76
C20orf195	20	63553019	63556682	NA	1069
C20orf196	20	5750386	5864407	NA	78
C20orf197	20	60055924	60072953	NA	1043
C20orf20	20	62796480	62800593	NA	1064
C20orf200	20	62546215	62546675	NA	1062
C20orf201	20	64083379	64084359	NA	1073
C20orf202	20	1203453	1208274	NA	594
C20orf203	20	32631624	32651981	NA	104
C20orf24	20	36605733	36612557	NA	864
C20orf26	20	20052551	20360702	NA	92
C20orf27	20	3753498	3768388	NA	613
C20orf29	20	3820586	3824933	NA	614
C20orf3	20	24962943	24992713	NA	775
C20orf30	20	5099837	5113087	NA	77
C20orf39	20	24469699	24666537	NA	96
C20orf4	20	36236489	36256933	NA	861
C20orf43	20	56468657	56518882	NA	126
C20orf46	20	1180846	1183801	NA	594
C20orf54	20	760079	768487	NA	590
C20orf62	20	44461762	44465344	NA	924
C20orf69	20	64290384	64303354	NA	1075
C20orf7	20	13785048	13817224	NA	690
C20orf70	20	33168153	33181412	NA	838
C20orf71	20	33217351	33227751	NA	838
C20orf72	20	17969118	17991118	NA	722
C20orf78	20	18809350	18830203	NA	728
C20orf79	20	18813783	18814355	NA	728
C20orf85	20	58150926	58161127	NA	1028
C20orf96	20	270862	290778	NA	587
C21orf123	21	45419832	45425040	NA	931
C21orf140	21	7769587	34401072	NA	847
C21orf2	21	44328943	44339402	NA	923
C21orf29	21	44499097	44711547	NA	115
C21orf33	21	5116328	44145723	NA	921
C21orf34	21	16194394	16607026	NA	88
C21orf45	21	32268949	32279041	NA	831
C21orf56	21	46161155	46184431	NA	937
C21orf57	21	46286383	46291937	NA	938
C21orf58	21	46300429	46323899	NA	938
C21orf59	21	32601673	32612608	NA	833
C21orf62	21	32790672	32813743	NA	835
C21orf63	21	32412701	32515384	NA	12
C21orf7	21	29130484	29175558	NA	807
C21orf70	21	44940039	44976973	NA	115
C21orf87	21	39313961	39314443	NA	884
C21orf91	21	17788966	17819386	NA	720
C21orf91-OT1	21	17777403	17792509	NA	720
C22orf13	22	24540439	24555307	NA	772
C22orf15	22	23763020	23765863	NA	766
C22orf23	22	37943049	37953669	NA	874
C22orf24	22	31933520	31945362	NA	828
C22orf25	22	20021107	20065924	NA	92
C22orf26	22	46051828	46054093	NA	936
C22orf28	22	32387575	32412246	NA	832
C22orf29	22	19846137	19854848	NA	736
C22orf30	22	31676255	31712745	NA	826
C22orf31	22	29058671	29061919	NA	806
C22orf32	22	42079694	42084284	NA	906
C22orf33	22	36991129	37007798	NA	867
C22orf34	22	49414524	49657542	NA	120
C22orf36	22	24585616	24593059	NA	772
C22orf39	22	19440886	19448232	NA	733
C22orf40	22	46244023	46250296	NA	937
C22orf41	22	50551196	50556432	NA	970
C22orf42	22	32149531	32159256	NA	830
C22orf46	22	41690542	41698136	NA	903
C22orf9	22	45195827	45226903	NA	116
C2CD2	21	41885109	41953890	NA	904
C2CD2L	11	119107349	119117124	NA	1493
C2CD3	11	74012713	74171019	NA	143
C2CD4A	15	62066976	62070917	NA	1058
C2CD4B	15	62163537	62165283	NA	1059
C2CD4C	19	405442	409170	NA	588
C2CD4D	1	151837862	151840557	NA	1743
C2CD5	12	22448545	22544546	NA	94
C2orf15	2	99141721	99151465	NA	1341
C2orf16	2	27576521	27582722	NA	795
C2orf18	2	26764279	26780197	NA	789
C2orf24	2	219171896	219176965	NA	2257
C2orf27	2	131751532	131767244	NA	1590
C2orf27A	2	131722490	131767404	NA	198
C2orf27B	2	131794960	131801661	NA	1590
C2orf28	2	27212364	27217178	NA	792
C2orf29	2	101252915	101270314	NA	1357
C2orf3	2	75662705	75710882	NA	1162
C2orf30	2	53787079	53818796	NA	995
C2orf34	2	44361976	44772581	NA	115
C2orf37	2	171434470	171481446	NA	236
C2orf40	2	106065655	106078153	NA	1394
C2orf42	2	70149884	70191019	NA	1120
C2orf43	2	20685225	20823087	NA	92
C2orf44	2	24029335	24047426	NA	768
C2orf47	2	199955316	199964124	NA	2110
C2orf48	2	10141381	10211730	NA	662
C2orf49	2	105337358	105348814	NA	1388
C2orf50	2	11133052	11146790	NA	83
C2orf51	2	88524683	88529582	NA	1260
C2orf53	2	27136854	27139410	NA	792
C2orf54	2	240886047	240896156	NA	2422
C2orf55	2	98793845	98936215	NA	167
C2orf56	2	37231665	37248420	NA	869
C2orf57	2	231592863	231594283	NA	2351
C2orf60	2	199932886	199955500	NA	2110
C2orf61	2	47086990	47155378	NA	944
C2orf62	2	218356855	218368094	NA	281
C2orf63	2	55175648	55232563	NA	125
C2orf64	2	98599401	98608492	NA	1337
C2orf65	2	74557882	74648307	NA	144
C2orf66	2	196804414	196810276	NA	2086
C2orf67	2	210022432	210171349	NA	273
C2orf68	2	85605252	85612056	NA	1238
C2orf69	2	199911255	199928273	NA	2110
C2orf7	2	73228005	73233228	NA	1143
C2orf70	2	26562612	26579527	NA	787
C2orf71	2	29061689	29074261	NA	806
C2orf72	2	231037565	231049712	NA	2347
C2orf73	2	54330933	54361577	NA	999
C2orf74	2	61145107	61164829	NA	1051
C2orf76	2	119302224	119366828	NA	1495
C2orf77	2	169645749	169694364	NA	1879
C2orf78	2	73784188	73817147	NA	143
C2orf79	2	24790266	24793382	NA	774
C2orf80	2	208165346	208190049	NA	2173
C2orf81	2	74414175	74417717	NA	1152
C2orf82	2	232870283	232876397	NA	2361
C2orf83	2	227610089	227633320	NA	2321
C2orf84	2	24175102	24191698	NA	769
C2orf85	2	241869733	241873330	NA	2430
C2orf86	2	63121924	63437952	NA	133
C2orf88	2	190137759	190203484	NA	254
C2orf91	2	41935367	41953803	NA	1
C3	19	6677834	6720682	NA	79
C3AR1	12	8058322	8066359	NA	646
C3P1	19	10041355	10074137	NA	661
C3orf1	3	119498626	119524065	NA	1496
C3orf10	3	10115680	10126917	NA	662
