icdom::id	icdom::label	icdot::id	icdot::label	NCIT::id	NCIT::label	status
icdom-80903	Basal cell carcinoma, NOS	icdot-C44.9	Skin, NOS	NCIT:C2921	Skin Basal Cell Carcinoma	ok
icdom-80903	Basal cell carcinoma, NOS	icdot-C50.9	Breast, NOS			TODO
icdom-80903	Basal cell carcinoma, NOS	icdot-C54.9	Corpus uteri			TODO
icdom-81202	Transitional cell carcinoma in situ	icdot-C67.0	Urinary bladder	NCIT:C4116	Stage 0 Transitional Cell Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C56.9	ovary	NCIT:C2930	Transitional Cell Carcinoma	TODO
icdom-81203	Transitional cell carcinoma, NOS	icdot-C65.9	renal pelvis, ureter	NCIT:C7355	Renal Pelvis Urothelial Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C67.0	Urinary bladder	NCIT:C39851	Bladder Urothelial Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C67.1	Dome of bladder	NCIT:C39851	Bladder Urothelial Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C67.2	Lateral wall of bladder	NCIT:C39851	Bladder Urothelial Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C67.3	Anterior wall of bladder	NCIT:C39851	Bladder Urothelial Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C67.4	Posterior wall of bladder	NCIT:C39851	Bladder Urothelial Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C67.5	Bladder neck	NCIT:C39851	Bladder Urothelial Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C67.6	Ureteric orifice	NCIT:C8993	Ureter Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C67.9	Bladder, NOS	NCIT:C39851	Bladder Urothelial Carcinoma	ok
icdom-81203	Transitional cell carcinoma, NOS	icdot-C68.0	other urinary organs	NCIT:C9106	Urethral Carcinoma	TODO
icdom-81301	Papillary transitional cell neoplasm of low malignant potential	icdot-C67.0	Urinary bladder	NCIT:C3262	Neoplasm	TODO
icdom-81301	Papillary transitional cell neoplasm of low malignant potential	icdot-C68.0	other urinary organs	NCIT:C3262	Neoplasm	TODO
icdom-81303	Papillary transitional cell carcinoma	icdot-C67.0	Urinary bladder	NCIT:C7383	Bladder Papillary Urothelial Carcinoma	ok
icdom-81303	Papillary transitional cell carcinoma	icdot-C67.2	Lateral wall of bladder	NCIT:C7383	Bladder Papillary Urothelial Carcinoma	ok
icdom-81303	Papillary transitional cell carcinoma	icdot-C67.3	Anterior wall of bladder	NCIT:C7383	Bladder Papillary Urothelial Carcinoma	ok
icdom-81303	Papillary transitional cell carcinoma	icdot-C67.4	Posterior wall of bladder	NCIT:C7383	Bladder Papillary Urothelial Carcinoma	ok
icdom-81303	Papillary transitional cell carcinoma	icdot-C67.9	Bladder, NOS	NCIT:C7383	Bladder Papillary Urothelial Carcinoma	ok
icdom-81400	Adenoma, NOS	icdot-C07.9	parotid gland	NCIT:C2855	None	TODO
icdom-81400	Adenoma, NOS	icdot-C08.9	salivary gland, NOS	NCIT:C2855	None	TODO
icdom-81400	Adenoma, NOS	icdot-C15.9	esophagus	NCIT:C2855	None	TODO
icdom-81400	Adenoma, NOS	icdot-C16.9	stomach	NCIT:C7699	Gastric Adenoma	ok
icdom-81400	Adenoma, NOS	icdot-C17.9	small intestine	NCIT:C5340	Small Intestinal Adenoma	ok
icdom-81400	Adenoma, NOS	icdot-C18.9	colon, NOS	NCIT:C3864	Colon Adenoma	ok
icdom-81400	Adenoma, NOS	icdot-C20.9	Rectum, NOS	NCIT:C5546	Rectal Adenoma	ok
icdom-81400	Adenoma, NOS	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C3758	Hepatocellular Adenoma	TODO
icdom-81400	Adenoma, NOS	icdot-C56.9	ovary	NCIT:C2855	None	TODO
icdom-81400	Adenoma, NOS	icdot-C64.9	kidney	NCIT:C8383	Kidney adenoma	ok
icdom-81400	Adenoma, NOS	icdot-C69.0	orbit and lacrimal gland, excl. retina, eye, nos	NCIT:C4542	Lacrimal Gland Pleomorphic Adenoma	ok
icdom-81400	Adenoma, NOS	icdot-C73.9	thyroid gland	NCIT:C3502	Thyroid Gland Follicular Adenoma	ok
icdom-81400	Adenoma, NOS	icdot-C75.0	parathyroid gland	NCIT:C3916	Parathyroid Gland Adenoma	ok
icdom-81400	Adenoma, NOS	icdot-C75.1	pituitary gland	NCIT:C3329	Pituitary Gland Adenoma	ok
icdom-81401	Atypical adenoma	icdot-C18.9	Colon, NOS	NCIT:C3494	Lung Papillary Adenoma	TODO
icdom-81401	Atypical adenoma	icdot-C20.9	Rectum, NOS	NCIT:C3494	Lung Papillary Adenoma	TODO
icdom-81402	Adenocarcinoma in situ, NOS	icdot-C16.9	stomach	NCIT:C4004	Gastric Adenocarcinoma	TODO
icdom-81402	Adenocarcinoma in situ, NOS	icdot-C56.9	ovary	NCIT:C7700	Ovarian Adenocarcinoma 	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C08.9	salivary gland, NOS	NCIT:C8021	Salivary Gland Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C15.1	Thoracic esophagus	NCIT:C4025	Esophageal Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C15.4	Middle third of esophagus	NCIT:C4025	Esophageal Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C15.5	Lower third of esophagus	NCIT:C4025	Esophageal Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C15.9	esophagus	NCIT:C4025	Esophageal Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C16.0	Cardia, NOS	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C16.1	Fundus of stomach	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C16.2	Body of stomach	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C16.3	Gastric antrum	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C16.5	Lesser curvature of stomach, NOS	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C16.9	stomach	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C17.9	small intestine	NCIT:C7888	Small Intestinal Adenocarcinoma	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C18.0	Cecum	NCIT:C4349	Colon Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C18.2	Ascending colon	NCIT:C4349	Colon Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C18.3	Hepatic flexure of colon	NCIT:C4349	Colon Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C18.4	Transverse colon	NCIT:C4349	Colon Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C18.5	Splenic flexure of colon	NCIT:C4349	Colon Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C18.6	Descending colon	NCIT:C4349	Colon Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C18.7	Sigmoid colon	NCIT:C43584	Rectosigmoid Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C18.9	Colon, NOS	NCIT:C4349	Colon Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C19.9	Rectosigmoid junction	NCIT:C43584	Rectosigmoid Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C20.9	Rectum, NOS	NCIT:C9383	Rectal Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C2852	Adenocarcinoma	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C23.9	gallbladder	NCIT:C3844	Gallbladder carcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C24.9	extrahepatic and unspecified bile ducts	NCIT:C2852	Adenocarcinoma	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C25.0	Head of pancreas	NCIT:C8294	Pancreatic Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C25.1	Body of pancreas	NCIT:C8294	Pancreatic Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C25.2	Tail of pancreas	NCIT:C8294	Pancreatic Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C25.8	Overlapping lesion of pancreas	NCIT:C8294	Pancreatic Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C25.9	Pancreas, NOS	NCIT:C8294	Pancreatic Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C26.0	Intestinal tract, NOS	NCIT:C4004	Gastric Adenocarcinoma	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C34.0	Main bronchus	NCIT:C3512	Lung Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C34.1	Upper lobe, lung	NCIT:C3512	Lung Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C34.2	Middle lobe, lung	NCIT:C3512	Lung Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C34.3	Lower lobe, lung	NCIT:C3512	Lung Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C34.9	lung and bronchus	NCIT:C3512	Lung Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C48.2	Peritoneum, NOS	NCIT:C3262	Neoplasm	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C49.4	Connective, Subcutaneous and other soft tissues of abdomen			TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C50.9	Breast, NOS	NCIT:C5214	Breast Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C51.0	vagina and labia	NCIT:C2852	Adenocarcinoma	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C53.9	cervix uteri	NCIT:C4029	Cervical Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C54.1	Endometrium	NCIT:C7359	Endometrial adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C55.9	uterus, nos	NCIT:C7359	Endometrial adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C56.9	ovary	NCIT:C7700	Ovarian adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C57.0	Fallopian tube	NCIT:C3262	Neoplasm	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C61.9	Prostate gland	NCIT:C2919	Prostate Adenocarcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C71.9	brain, NOS	NCIT:C2852	Adenocarcinoma	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C73.9	thyroid gland	NCIT:C2852	Adenocarcinoma	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C75.0	parathyroid gland	NCIT:C4906	Parathyroid Gland Carcinoma	ok
icdom-81403	Adenocarcinoma, NOS	icdot-C76.9	ill-defined	NCIT:C2852	Adenocarcinoma	TODO
icdom-81403	Adenocarcinoma, NOS	icdot-C77.9	Lymph nodes, NOS	NCIT:C2852	Adenocarcinoma	TODO
icdom-81443	Adenocarcinoma, intestinal type	icdot-C16.0	Cardia, NOS	NCIT:C9157	Gastric Intestinal Type Adenocarcinoma	ok
icdom-81443	Adenocarcinoma, intestinal type	icdot-C16.1	Fundus of stomach	NCIT:C9157	Gastric Intestinal Type Adenocarcinoma	ok
icdom-81443	Adenocarcinoma, intestinal type	icdot-C16.2	Body of stomach	NCIT:C9157	Gastric Intestinal Type Adenocarcinoma	ok
icdom-81443	Adenocarcinoma, intestinal type	icdot-C16.3	Gastric antrum	NCIT:C9157	Gastric Intestinal Type Adenocarcinoma	ok
icdom-81443	Adenocarcinoma, intestinal type	icdot-C16.9	stomach	NCIT:C9157	Gastric Intestinal Type Adenocarcinoma	ok
icdom-81443	Adenocarcinoma, intestinal type	icdot-C20.9	Rectum, NOS	NCIT:C9383	Rectal Adenocarcinoma	TODO
icdom-81453	Carcinoma, diffuse type	icdot-C16.0	Cardia, NOS	NCIT:C9159	Diffuse Gastric Adenocarcinoma	ok
icdom-81453	Carcinoma, diffuse type	icdot-C16.1	Fundus of stomach	NCIT:C9159	Diffuse Gastric Adenocarcinoma	ok
icdom-81453	Carcinoma, diffuse type	icdot-C16.2	Body of stomach	NCIT:C9159	Diffuse Gastric Adenocarcinoma	ok
icdom-81453	Carcinoma, diffuse type	icdot-C16.3	Gastric antrum	NCIT:C9159	Diffuse Gastric Adenocarcinoma	ok
icdom-81453	Carcinoma, diffuse type	icdot-C16.9	Stomach, NOS	NCIT:C9159	Diffuse Gastric Adenocarcinoma	ok
icdom-81482	Glandular intraepithelial neoplasia, high grade	icdot-C61.9	Prostate gland	NCIT:C7662	High Grade Glandular Intraepithelial Neoplasia	ok
icdom-81501	Pancreatic endocrine tumor, NOS (C25._)	icdot-C25.9	Pancreas, NOS	NCIT:C27720	Pancreatic Neuroendocrine Tumor	ok
icdom-81503	Pancreatic endocrine tumor, malignant	icdot-C25.9	Pancreas, NOS	NCIT:C27720	Pancreatic Neuroendocrine Tumor	ok
icdom-81521	Glucagonoma, NOS	icdot-C25.9	Pancreas, NOS	NCIT:C95597	Pancreatic Glucagonoma	ok
icdom-81531	Gastrinoma, NOS	icdot-C25.9	Pancreas, NOS	NCIT:C3050	None	TODO
icdom-81561	Somatostatinoma, NOS	icdot-C25.9	Pancreas, NOS	NCIT:C95595	Pancreatic Somatostatinoma	ok
icdom-81563	somatostatinoma, malignant	icdot-C25.9	pancreas	NCIT:C67369	Malignant Pancreatic Somatostatinoma	ok
icdom-81603	Cholangiocarcinoma	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C35417	Intrahepatic Cholangiocarcinoma	TODO
icdom-81603	Cholangiocarcinoma	icdot-C24.0	Extrahepatic bile duct	NCIT:C7975	Extrahepatic Bile Duct Adenocarcinoma	ok
icdom-81603	Cholangiocarcinoma	icdot-C24.9	extrahepatic and unspecified bile ducts	NCIT:C4436	Cholangiocarcinoma	ok
icdom-81700	Liver cell adenoma	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C3758	Hepatocellular Adenoma	TODO
icdom-81703	Hepatocellular carcinoma, NOS	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C3099	Hepatocellular Carcinoma	ok
icdom-81713	Hepatocellular carcinoma, fibrolamellar	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C4131	Fibrolamellar Carcinoma	ok
icdom-81733	Hepatocellular carcinoma, spindle cell variant	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C3099	Hepatocellular Carcinoma	ok
icdom-81743	Hepatocellular carcinoma, clear cell type	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C3099	Hepatocellular Carcinoma	ok
icdom-81803	Combined hepatocellular carcinoma and cholangiocarcinoma	icdot-C22.9	Liver and intrahepatic bile ducts	NCIT:C3828	Combined Hepatocellular Carcinoma and Cholangiocarcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C01.9	tongue	NCIT:C2970	Adenoid Cystic Carcinoma	TODO
icdom-82003	Adenoid cystic carcinoma	icdot-C06.9	mouth, NOS	NCIT:C2970	Adenoid Cystic Carcinoma	TODO
icdom-82003	Adenoid cystic carcinoma	icdot-C07.9	parotid gland	NCIT:C5937	Parotid Gland Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C08.9	salivary gland, NOS	NCIT:C8026	Salivary Gland Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C10.9	Oropharynx	NCIT:C2970	Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C11.9	nasopharynx	NCIT:C2970	Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C25.9	Pancreas, NOS	NCIT:C2970	Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C30.1	middle and inner ear	NCIT:C2970	Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C30.9	nasal cavity including nasal cartilage	NCIT:C2970	Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C32.9	larynx	NCIT:C2970	Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C33.9	trachea	NCIT:C6051	Tracheal Adenoid Cystic Carcinoma	ok
icdom-82003	Adenoid cystic carcinoma	icdot-C34.9	lung and bronchus	NCIT:C2970	Adenoid Cystic Carcinoma	TODO
icdom-82003	Adenoid cystic carcinoma	icdot-C37.9	Thymus	NCIT:C2970	Adenoid Cystic Carcinoma	TODO
icdom-82003	Adenoid cystic carcinoma	icdot-C41.9	bone, NOS	NCIT:C2970	Adenoid Cystic Carcinoma	TODO
icdom-82003	Adenoid cystic carcinoma	icdot-C50.9	Breast, NOS			TODO
icdom-82003	Adenoid cystic carcinoma	icdot-C64.9	kidney	NCIT:C2970	Adenoid Cystic Carcinoma	TODO
icdom-82003	Adenoid cystic carcinoma	icdot-C69.0	orbit and lacrimal gland, excl. retina, eye, nos	NCIT:C2970	Adenoid Cystic Carcinoma	TODO
icdom-82003	Adenoid cystic carcinoma	icdot-C69.9	eye, nos	NCIT:C2970	Adenoid Cystic Carcinoma	TODO
icdom-82013	Cribriform carcinoma, NOS	icdot-C50.9	Breast, NOS	NCIT:C5142	Invasive Cribriform Breast Carcinoma	ok
icdom-82110	Tubular adenoma, NOS	icdot-C18.9	large intestine, excl. rectum and rectosigmoid junction	NCIT:C4133	None	TODO
icdom-82113	Tubular adenocarcinoma	icdot-C15.5	Lower third of esophagus			TODO
icdom-82113	Tubular adenocarcinoma	icdot-C16.0	Cardia, NOS	NCIT:C5473	Gastric tubular adenocarcinoma	ok
icdom-82113	Tubular adenocarcinoma	icdot-C16.1	Fundus of stomach	NCIT:C5473	Gastric tubular adenocarcinoma	ok
icdom-82113	Tubular adenocarcinoma	icdot-C16.2	Body of stomach	NCIT:C5473	Gastric tubular adenocarcinoma	ok
icdom-82113	Tubular adenocarcinoma	icdot-C16.3	Gastric antrum	NCIT:C5473	Gastric tubular adenocarcinoma	ok
icdom-82113	Tubular adenocarcinoma	icdot-C16.9	Stomach	NCIT:C5473	Gastric tubular adenocarcinoma	ok
icdom-82113	Tubular adenocarcinoma	icdot-C20.9	Rectum, NOS			TODO
icdom-82113	Tubular adenocarcinoma	icdot-C50.9	Breast, NOS	NCIT:C9135	Tubular Breast Carcinoma	ok
icdom-82203	Adenocarcinoma in adenomatous polyposis coli	icdot-C18.9	large intestine, excl. rectum and rectosigmoid junction	NCIT:C4134	Adenocarcinoma in Adenomatous Polyposis Coli	ok
icdom-82303	Solid carcinoma, NOS	icdot-C34.1	Upper lobe, lung	NCIT:C4137	Solid Carcinoma	ok
icdom-82403	Carcinoid tumor, NOS	icdot-C16.9	stomach	NCIT:C7709	Digestive System Neuroendocrine Tumor G1	ok
icdom-82403	Carcinoid tumor, NOS	icdot-C17.9	Small intestine	NCIT:C6422	Midgut carcinoid tumor	ok
icdom-82403	Carcinoid tumor, NOS	icdot-C25.9	Pancreas, NOS	NCIT:C3140	Pancreatic Insulin-Producing Neuroendocrine Tumor	ok
icdom-82403	Carcinoid tumor, NOS	icdot-C34.9	lung and bronchus	NCIT:C4038	Lung Carcinoid Tumor	ok
icdom-82463	Neuroendocrine carcinoma, NOS	icdot-C17.9	small intestine	NCIT:C96064	Small Intestinal Neuroendocrine Carcinoma	ok
icdom-82463	Neuroendocrine carcinoma, NOS	icdot-C25.0	Head of pancreas	NCIT:C3770	Pancreatic Neuroendocrine Tumor	ok
icdom-82463	Neuroendocrine carcinoma, NOS	icdot-C25.1	Body of pancreas	NCIT:C3770	Pancreatic Neuroendocrine Tumor	ok
icdom-82463	Neuroendocrine carcinoma, NOS	icdot-C25.2	Tail of pancreas	NCIT:C3770	Pancreatic Neuroendocrine Tumor	ok
icdom-82463	Neuroendocrine carcinoma, NOS	icdot-C25.9	Pancreas, NOS	NCIT:C3770	Pancreatic Neuroendocrine Tumor	ok
icdom-82463	Neuroendocrine carcinoma, NOS	icdot-C34.9	lung and bronchus	NCIT:C3773	Neuroendocrine Carcinoma	TODO
icdom-82463	Neuroendocrine carcinoma, NOS	icdot-C37.9	thymus	NCIT:C3773	Neuroendocrine Carcinoma	TODO
icdom-82463	Neuroendocrine carcinoma, NOS	icdot-C72.9	Nervous system, NOS	NCIT:C3773	Neuroendocrine Carcinoma	TODO
icdom-82473	Merkel cell carcinoma	icdot-C44.9	Skin, NOS	NCIT:C9231	Merkel Cell Carcinoma	ok
icdom-82493	Atypical carcinoid tumor	icdot-C34.9	lung and bronchus	NCIT:C45551	Lung Atypical Carcinoid Tumor	ok
icdom-82503	Bronchiolo-alveolar adenocarcinoma, NOS	icdot-C34.1	Upper lobe, lung	NCIT:C2923	Bronchioloalveolar Carcinoma	ok
icdom-82503	Bronchiolo-alveolar adenocarcinoma, NOS	icdot-C34.3	Lower lobe, lung	NCIT:C2923	Bronchioloalveolar Carcinoma	ok
icdom-82503	Bronchiolo-alveolar adenocarcinoma, NOS	icdot-C34.9	lung and bronchus	NCIT:C2923	Bronchioloalveolar Carcinoma	ok
icdom-82513	Alveolar adenocarcinoma	icdot-C34.9	lung and bronchus	NCIT:C2923	Bronchioloalveolar carcinoma	ok
icdom-82523	Bronchiolo-alveolar carcinoma, non-mucinous	icdot-C34.1	Upper lobe, lung	NCIT:C7269	Non-Mucinous Minimally Invasive Lung Adenocarcinoma	ok
icdom-82523	Bronchiolo-alveolar carcinoma, non-mucinous	icdot-C34.3	Lower lobe, lung	NCIT:C7269	Non-Mucinous Minimally Invasive Lung Adenocarcinoma	ok
icdom-82523	Bronchiolo-alveolar carcinoma, non-mucinous	icdot-C34.8	Overlapping lesion of lung	NCIT:C7269	Non-Mucinous Minimally Invasive Lung Adenocarcinoma	ok
icdom-82533	Bronchiolo-alveolar carcinoma, mucinous	icdot-C34.1	Upper lobe, lung	NCIT:C7268	Mucinous Minimally Invasive Lung Adenocarcinoma	ok
icdom-82533	Bronchiolo-alveolar carcinoma, mucinous	icdot-C34.3	Lower lobe, lung	NCIT:C7268	Mucinous Minimally Invasive Lung Adenocarcinoma	ok
icdom-82543	Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous	icdot-C34.9	lung and bronchus	NCIT:C7270	Mixed Mucinous and Non-Mucinous Bronchioloalveolar Carcinoma	ok
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C16.3	Gastric antrum	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C16.9	Stomach, NOS	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C18.9	Colon, NOS			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C20.9	Rectum, NOS			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C25.0	Head of pancreas			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C34.1	Upper lobe, lung			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C34.2	Middle lobe, lung			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C34.3	Lower lobe, lung			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C34.8	Overlapping lesion of lung			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C34.9	Lung, NOS			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C54.1	Endometrium			TODO
icdom-82553	Adenocarcinoma with mixed subtypes	icdot-C61.9	Prostate gland			TODO
icdom-82600	Papillary adenoma, NOS	icdot-C73.9	Thyroid gland	NCIT:C6880	None	TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C16.0	Cardia, NOS	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C16.1	Fundus of stomach	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C16.2	Body of stomach	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C16.3	Gastric antrum	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C16.9	stomach	NCIT:C4004	Gastric Adenocarcinoma	ok
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C18.2	Ascending colon			TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C18.7	Sigmoid colon			TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C34.1	Upper lobe, lung			TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C34.2	Middle lobe, lung			TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C34.3	Lower lobe, lung			TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C34.8	Overlapping lesion of lung			TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C34.9	lung and bronchus	NCIT:C5650	Papillary lung adenocarcinoma	ok
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C56.9	ovary	NCIT:C4035	Thyroid Gland Papillary Carcinoma	TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C64.9	Kidney, NOS	NCIT:C6975	Papillary Renal Cell Carcinoma	ok
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C67.1	Dome of bladder			TODO
icdom-82603	Papillary adenocarcinoma, NOS	icdot-C73.9	thyroid gland	NCIT:C4035	Thyroid Gland Papillary Carcinoma	ok
icdom-82630	Tubulovillous adenoma, NOS	icdot-C18.9	large intestine, excl. rectum and rectosigmoid junction	NCIT:C4143	None	TODO
icdom-82633	Adenocarcinoma in tubulovillous adenoma	icdot-C20.9	Rectum, NOS			TODO
icdom-82710	Prolactinoma	icdot-C75.1	pituitary gland	NCIT:C3342	Prolactin-Producing Pituitary Gland Adenoma	ok
icdom-82720	Pituitary adenoma, NOS	icdot-C75.1	pituitary gland	NCIT:C3329	Pituitary Gland Adenoma	ok
icdom-82723	Pituitary carcinoma, NOS	icdot-C75.1	pituitary gland	NCIT:C4536	Pituitary Gland Carcinoma	ok
icdom-82900	Oxyphilic adenoma	icdot-C64.9	Kidney, NOS	NCIT:C4526	Kidney Oncocytoma	ok
icdom-82900	Oxyphilic adenoma	icdot-C73.9	thyroid gland	NCIT:C3502	Thyroid Gland Follicular Adenoma C3502	TODO
icdom-82903	Oxyphilic adenocarcinoma	icdot-C64.9	kidney	NCIT:C4526	Kidney Oncocytoma	TODO
icdom-82903	Oxyphilic adenocarcinoma	icdot-C73.9	Thyroid gland			TODO
icdom-83103	Clear cell adenocarcinoma, NOS	icdot-C22.9	Liver and intrahepatic bile ducts			TODO
icdom-83103	Clear cell adenocarcinoma, NOS	icdot-C34.1	Upper lobe, lung			TODO
icdom-83103	Clear cell adenocarcinoma, NOS	icdot-C34.3	Lower lobe, lung			TODO
icdom-83103	Clear cell adenocarcinoma, NOS	icdot-C34.9	lung and bronchus	NCIT:C45516	Lung Clear Cell Adenocarcinoma	TODO
icdom-83103	Clear cell adenocarcinoma, NOS	icdot-C54.1	Endometrium			TODO
