gene_symbol	CHRO	BASESTART	BASESTOP	ENSEMBLGENEID	ENTREZGENEID
DEFB125	20	16312	25214	NA	585
DEFB126	20	71193	74392	NA	585
DEFB127	20	86110	87804	NA	585
DEFB128	20	116493	118322	NA	585
DEFB129	20	155898	158527	NA	586
DEFB130	8	11959306	12220199	NA	678
DEFB131	4	9055354	9061338	NA	654
DEFB132	20	186376	189736	NA	586
DEFB133	6	50021772	50025116	NA	966
DEFB134	8	11888094	11895670	NA	675
DEFB135	8	11877238	11879508	NA	675
DEFB136	8	11868854	11879507	NA	675
DEFB137	8	11868854	11869519	NA	675
DEFB4	8	7789608	7791592	NA	644
DEFB4A	8	7789496	7791648	NA	644
DEFB4B	8	7259794	7261764	NA	640
DEFT1P	8	6832109	6853756	NA	637
DEFT1P2	8	6832109	6853756	NA	637
DEGS1	1	222437532	222447765	NA	2282
DEGS2	14	99682505	99695765	NA	1345
DEK	6	18332378	18372778	NA	90
DEM1	1	40747033	40754295	NA	895
DENND1A	9	125181753	125732238	NA	192
DENND1B	1	195740501	196011246	NA	259
DENND1C	19	6418214	6432819	NA	79
DENND2A	7	139864688	139987755	NA	206
DENND2C	1	114928718	115014255	NA	182
DENND2D	1	111530113	111548683	NA	179
DENND3	8	142207901	142275082	NA	1670
DENND4A	15	63740010	63871685	NA	133
DENND4B	1	152168600	152185778	NA	218
DENND4C	9	19220762	19364266	NA	91
DENND5A	11	9116948	9243449	NA	81
DENND5B	12	31426423	31635219	NA	103
DENND6A	3	57586220	57653856	NA	1024
DENND6B	22	49092963	49100010	NA	959
DENR	12	121803320	121825595	NA	1514
DEPDC1	1	68712422	68735492	NA	1109
DEPDC1B	5	59928495	60031750	NA	130
DEPDC4	12	99170172	99184988	NA	1341
DEPDC5	22	30479936	30633020	NA	102
DEPDC6	8	120955175	121131941	NA	188
DEPDC7	11	32993985	33011704	NA	836
DEPTOR	8	120955075	121132338	NA	188
DERA	12	15955372	16081582	NA	88
DERL1	8	124094584	124123844	NA	1531
DERL2	17	5315294	5330274	NA	625
DERL3	22	22506689	22511199	NA	756
DES	2	219991342	219999705	NA	2263
DESI1	22	40323977	40347007	NA	892
DESI2	1	242882972	242938959	NA	2438
DET1	15	86856717	86890916	NA	1247
DEXI	16	10930248	10943758	NA	668
DFFA	1	10443189	10455200	NA	664
DFFB	1	3763690	3791853	NA	613
DFNA5	7	24704498	24764164	NA	773
DFNB31	9	116204180	116307557	NA	183
DFNB59	2	179024408	179034356	NA	1950
DGAT1	8	145509053	145521390	NA	1695
DGAT2	11	75157425	75190229	NA	1158
DGAT2L6	X	69314057	69342278	NA	139
DGCR10	22	17390136	17391063	NA	717
DGCR11	22	17413674	17415888	NA	717
DGCR14	22	17497791	17512190	NA	718
DGCR2	22	17403794	17489967	NA	89
DGCR5	22	17338010	17398755	NA	717
DGCR6	22	17273735	17279601	NA	716
DGCR6L	22	18681760	18687628	NA	727
DGCR8	22	18447754	18479400	NA	725
DGCR9	22	17385346	17387761	NA	717
DGKA	12	54611212	54634074	NA	1001
DGKB	7	14151198	14847600	NA	10
DGKD	2	233927891	234045482	NA	296
DGKE	17	52266458	52301035	NA	983
DGKG	3	187347683	187562717	NA	251
DGKH	13	41512171	41728716	NA	112
DGKI	7	136724924	137182149	NA	203
DGKK	X	50125145	50230477	NA	120
DGKQ	4	942671	957348	NA	592
DGKZ	11	46311030	46358680	NA	938
DGUOK	2	74007460	74039596	NA	1149
DHCR24	1	55087887	55125509	NA	1005
DHCR7	11	70823104	70837125	NA	1125
DHDDS	1	26631359	26670382	NA	788
DHDH	19	54128750	54140038	NA	124
DHFR	5	79957800	79986556	NA	1195
DHFRL1	3	95259455	95264757	NA	1311
DHH	12	47769472	47774869	NA	949
DHODH	16	70600143	70616817	NA	1123
DHPS	19	12647530	12653701	NA	681
DHRS1	14	23829643	23838879	NA	766
DHRS11	17	32022338	32031346	NA	829
DHRS12	13	51240129	51276299	NA	121
DHRS13	17	24248924	24254215	NA	770
DHRS2	14	23175412	23184688	NA	761
DHRS3	1	12550525	12600324	NA	10
DHRS4	14	23492783	23545452	NA	764
DHRS4L1	14	23546057	23590426	NA	764
DHRS4L2	14	23508922	23545459	NA	764
DHRS7	14	59681251	59701964	NA	1040
DHRS7B	17	20970832	21035877	NA	11
DHRS7C	17	9615475	9635339	NA	658
DHRS9	2	169631790	169660923	NA	1879
DHRSX	Y	2147552	2429015	NA	75
DHTKD1	10	12150921	12205233	NA	84
DHX15	4	24138185	24195282	NA	769
DHX16	6	30728874	30748809	NA	819
DHX29	5	54587829	54639278	NA	1001
DHX30	3	47819402	47866690	NA	118
DHX32	10	127514896	127575017	NA	194
DHX33	17	5284955	5313104	NA	625
DHX34	19	52544377	52577795	NA	123
DHX35	20	37024394	37101780	NA	108
DHX36	3	155476150	155524980	NA	1771
DHX37	12	123997322	124039620	NA	1531
DHX38	16	70685115	70704312	NA	1124
DHX40	17	54997667	55040495	NA	1004
DHX57	2	38878378	38956525	NA	110
DHX58	17	37506949	37518277	NA	871
DHX8	17	38916810	38959690	NA	110
DHX9	1	181075061	181123740	NA	1966
DIABLO	12	121258161	121278034	NA	1510
DIAPH1	5	140874771	140978806	NA	207
DIAPH2	X	95826317	96742253	NA	20
DIAPH3	13	59137723	59636120	NA	129
DICER1	14	94622317	94694100	NA	163
DIDO1	20	60979534	61039749	NA	1050
DIEXF	1	208067934	208097533	NA	2172
DIMT1	5	61720107	61735485	NA	131
DIMT1L	5	61720111	61735482	NA	131
DIO1	1	54132448	54149347	NA	124
DIO2	14	79733620	79767150	NA	1193
DIO3	14	101097440	101099542	NA	1356
DIO3OS	14	101088312	101091766	NA	1356
DIP2A	21	46703289	46814354	NA	941
DIP2A-IT1	21	46706811	46713646	NA	941
DIP2B	12	49185034	49428717	NA	14
DIP2C	10	310129	725608	NA	73
DIRAS1	19	2665564	2672390	NA	605
DIRAS2	9	92411933	92445207	NA	1290
DIRAS3	1	68284232	68289048	NA	138
DIRC1	2	189306709	189363076	NA	2029
DIRC2	3	123996590	124082676	NA	1531
DIRC3	2	217856990	218329561	NA	4
DIS3	13	72227540	72254267	NA	1136
DIS3L	15	64372686	64413290	NA	1076
DIS3L2	2	232534536	232916922	NA	36
DISC1	1	229829183	230243641	NA	292
DISC1-IT1	1	230128202	230147574	NA	2340
DISC1FP1	11	89624047	90287868	NA	19
DISC2	1	230016994	230020886	NA	2339
DISP1	1	221055053	221245960	NA	283
DISP2	15	38437725	38450548	NA	878
DIXDC1	11	111303077	111398584	NA	1434
DKC1	X	153644210	153659158	NA	1757
DKFZP434A062	9	138336818	138341600	NA	1640
DKFZP434H168	16	54784029	54785938	NA	1002
DKFZP434I0714	4	153676865	153679865	NA	1757
DKFZP434K028	11	61278076	61281712	NA	1052
DKFZP434L187	15	28275530	28294035	NA	800
DKFZP564O0823	4	76077379	76190589	NA	145
DKFZP586H2123	11	35409951	35503747	NA	855
DKFZP586I1420	7	30376190	30378935	NA	816
DKFZp434J0226	19	51405338	51409934	NA	977
DKFZp434L192	7	56531409	56532471	NA	1016
DKFZp451B082	6	163679363	163688055	NA	1833
DKFZp686K1684	11	31794689	31865163	NA	103
DKFZp761E198	11	65301300	65304072	NA	1083
DKFZp779M0652	11	45749558	45750485	NA	934
DKK1	10	53744046	53747423	NA	995
DKK2	4	108062407	108176902	NA	176
DKK3	11	11941118	11987493	NA	676
DKK4	8	42350742	42353831	NA	908
DKKL1	19	54558798	54570185	NA	1001
DLAT	11	111400747	111440212	NA	179
DLC1	8	12985242	13416800	NA	85
DLD	7	107318787	107348879	NA	1403
DLEC1	3	38055699	38139232	NA	875
DLEU1	13	49554305	50000780	NA	120
DLEU2	13	49454688	49597678	NA	120
DLEU2L	1	63787238	63788895	NA	1071
DLEU7	13	50183162	50316076	NA	120
DLG1	3	198253827	198510540	NA	262
DLG2	11	82843703	85015962	NA	2
DLG3	X	69581429	69642064	NA	139
DLG4	17	7033933	7064093	NA	638
DLG5	10	79220554	79356384	NA	148
DLGAP1	18	3486029	4445266	NA	76
DLGAP2	8	1436938	1644049	NA	74
DLGAP3	1	35103623	35167773	NA	106
DLGAP4	20	34357658	34590454	NA	848
DLGAP5	14	54684586	54728149	NA	1002
DLK1	14	100262954	100271220	NA	168
DLK2	6	43526067	43532348	NA	917
DLL1	6	170433218	170441622	NA	1885
DLL3	19	44681396	44690961	NA	925
DLL4	15	39008822	39018550	NA	882
DLST	14	74418346	74440203	NA	1152
DLSTP1	1	75980274	75983286	NA	1164
DLX1	2	172658453	172662647	NA	1902
DLX2	2	172672411	172675724	NA	1902
DLX3	17	45422367	45427587	NA	931
DLX4	17	45401560	45407322	NA	931
DLX5	7	96487637	96492079	NA	1321
DLX6	7	96473225	96478288	NA	1321
DMAP1	1	44451711	44458938	NA	924
DMBT1	10	124310170	124393242	NA	191
DMBT1P1	10	124506199	124547151	NA	191
DMBX1	1	46745254	46752473	NA	941
DMC1	22	37244899	37296147	NA	869
DMD	X	31047265	33267647	NA	12
DMGDH	5	78329142	78401253	NA	147
DMKN	19	40679958	40696400	NA	895
DMP1	4	88790477	88804536	NA	1262
DMPK	19	50964806	50977655	NA	973
DMRT1	9	831689	959090	NA	73
DMRT2	9	1040345	1047554	NA	592
DMRT3	9	966967	981732	NA	592
DMRTA1	9	22436839	22442472	NA	756
DMRTA2	1	50655809	50661707	NA	971
DMRTB1	1	53697659	53705748	NA	994
DMRTC1	X	71979524	72014423	NA	1134
DMRTC1B	X	71981600	72012347	NA	1134
DMRTC2	19	47040925	47048237	NA	943
DMTF1	7	86619612	86663584	NA	155
DMTN	8	21967011	21995984	NA	752
DMWD	19	50978103	50987900	NA	121
DMXL1	5	118434680	118612723	NA	23
DMXL2	15	49527212	49702259	NA	120
DNA2	10	69843826	69901884	NA	139
DNAAF1	16	82736365	82769025	NA	1216
DNAAF2	14	49161641	49171698	NA	960
DNAAF3	19	60361840	60369902	NA	1045
DNAAF5	7	732863	792642	NA	73
DNAH1	3	52325374	52409553	NA	984
DNAH10	12	122812994	122986220	NA	190
DNAH11	7	21549357	21907711	NA	93
DNAH12	3	57302766	57505111	NA	127
DNAH14	1	223183978	223653619	NA	285
DNAH17	17	73931372	74085071	NA	143
DNAH2	17	7561396	7677787	NA	80
DNAH3	16	20851933	21078263	NA	11
DNAH5	5	13743436	13997589	NA	86
DNAH6	2	84597089	84900224	NA	153
DNAH7	2	196310671	196641781	NA	260
DNAH8	6	38791094	39106552	NA	13
DNAH9	17	11442472	11813790	NA	84
DNAI1	9	34448749	34510987	NA	105
DNAI2	17	69781980	69822618	NA	1117
DNAJA1	9	33015208	33029062	NA	836
DNAJA1P5	1	102110155	102132887	NA	1364
DNAJA2	16	45546774	45565126	NA	932
DNAJA3	16	4415806	4446776	NA	618
DNAJA4	15	76343541	76361593	NA	1167
DNAJB1	19	14486575	14490371	NA	695
DNAJB11	3	187771158	187786283	NA	2017
DNAJB12	10	73762593	73784913	NA	1147
DNAJB13	11	73339011	73358980	NA	1144
DNAJB14	4	101036429	101086906	NA	169
DNAJB2	2	219852283	219859866	NA	2262
DNAJB3	2	234316134	234317400	NA	2372
DNAJB4	1	78243223	78255583	NA	147
DNAJB5	9	34979637	34988430	NA	851
DNAJB6	7	156822470	156902894	NA	1781
DNAJB7	22	39585499	39588076	NA	887
DNAJB8	3	129663964	129668781	NA	1574
DNAJB9	7	107997424	108002530	NA	1408
DNAJC1	10	22085482	22332656	NA	94
DNAJC10	2	183289012	183352995	NA	1983
DNAJC11	1	6616814	6684553	NA	635
DNAJC12	10	69226432	69267943	NA	1113
DNAJC13	3	133619193	133740566	NA	200
DNAJC14	12	54501010	54509687	NA	1000
DNAJC15	13	42495361	42581306	NA	909
DNAJC16	1	15725894	15770816	NA	10
DNAJC17	15	38847358	38886968	NA	881
DNAJC18	5	138773790	138803113	NA	1643
DNAJC19	3	182184191	182190256	NA	246
DNAJC2	7	102740156	102772556	NA	21
DNAJC21	5	34965454	34994826	NA	851
DNAJC22	12	48026966	48033734	NA	951
DNAJC24	11	31347952	31410958	NA	824
DNAJC25	9	113433452	113456452	NA	1450
DNAJC25-GNG10	9	113433452	113472347	NA	1450
DNAJC27	2	25020008	25048467	NA	96
DNAJC28	21	33782231	33785900	NA	842
DNAJC3	13	95127393	95245244	NA	163
DNAJC30	7	72733183	72735717	NA	1139
DNAJC4	11	63754328	63758329	NA	1071
DNAJC5	20	61996898	62037828	NA	132
DNAJC5B	8	67096344	67175309	NA	0
DNAJC5G	2	27351792	27357803	NA	793
DNAJC6	1	65502964	65654140	NA	1085
DNAJC7	17	37381964	37423241	NA	870
DNAJC8	1	28399376	28432129	NA	801
DNAJC9	10	74671719	74677095	NA	1154
DNAL1	14	73181330	73240184	NA	1143
DNAL4	22	37504458	37520107	NA	871
DNALI1	1	37795106	37805045	NA	873
DNASE1	16	3642940	3648097	NA	612
DNASE1L1	X	153282770	153293622	NA	1754
DNASE1L2	16	2226468	2228713	NA	75
DNASE1L3	3	58153392	58171770	NA	1028
DNASE2	19	12847024	12853335	NA	683
DNASE2B	1	84636802	84653279	NA	1230
DND1	5	140030564	140033355	NA	1653
DNER	2	229930588	230287530	NA	292
DNHD1	11	6475101	6549830	NA	634
DNLZ	9	138376172	138378084	NA	1640
DNM1	9	130005454	130057348	NA	24
DNM1L	12	32723400	32789851	NA	104
DNM1P35	15	73807065	73819473	NA	1148
DNM1P41	15	82626302	82851253	NA	1217
DNM1P46	15	98147883	98164655	NA	1333
DNM2	19	10689728	10803586	NA	83
DNM3	1	170077240	170648480	NA	235
DNM3-IT1	1	170099954	170100450	NA	1882
DNM3OS	1	170372641	170380598	NA	1884
DNMBP	10	101625323	101759666	NA	1360
DNMT1	19	10105021	10166755	NA	662
DNMT3A	2	25309333	25418963	NA	778
DNMT3B	20	30813851	30860823	NA	820
DNMT3L	21	44490649	44506527	NA	924
DNPEP	2	219946423	219960906	NA	2263
DNPH1	6	43301344	43305189	NA	915
DNTT	10	98054074	98088311	NA	1333
DNTTIP1	20	43853982	43873473	NA	919
DNTTIP2	1	94107601	94117350	NA	162
DOC2A	16	29924335	29932418	NA	813
DOC2GP	11	67137570	67139711	NA	1097
DOCK1	10	128583967	129140771	NA	24
DOCK10	2	225338050	225615574	NA	35
DOCK11	X	117513899	117704151	NA	185
DOCK2	5	168996828	169442964	NA	234
DOCK3	3	50687675	51396669	NA	15
DOCK4	7	111153399	111633698	NA	179
DOCK5	8	25098203	25326536	NA	1
DOCK6	19	11170968	11234168	NA	670
DOCK7	1	62692984	62926627	NA	16
DOCK8	9	204864	455259	NA	73
DOCK9	13	98243741	98536661	NA	166
DOHH	19	3441818	3451938	NA	611
DOK1	2	74629654	74638186	NA	1154
DOK2	8	21822329	21827151	NA	751
DOK3	5	176861511	176870033	NA	1934
DOK4	16	56063370	56077886	NA	1012
DOK5	20	52525417	52701117	NA	123
DOK6	18	65219263	65667302	NA	135
DOK7	4	3434830	3472998	NA	611
DOLK	9	130747629	130749833	NA	1582
DOLPP1	9	130883203	130892538	NA	1583
DOM3Z	6	32045570	32048200	NA	829
DONSON	21	33871728	33882884	NA	843
DOPEY1	6	83834103	83934909	NA	2
DOPEY2	21	36458708	36588442	NA	107
DOT1L	19	2115147	2183577	NA	601
DPAGT1	11	118472422	118477995	NA	1488
DPCD	10	103338078	103359400	NA	1373
DPCR1	6	31016755	31029977	NA	821
DPEP1	16	88207216	88232340	NA	1258
DPEP2	16	66578793	66591975	NA	136
DPEP3	16	66567066	66571953	NA	1092
DPF1	19	43393485	43412194	NA	916
DPF2	11	64857800	64877027	NA	1079
DPF3	14	72155756	72430577	NA	17
DPH1	17	1880180	1893475	NA	599
DPH2	1	44208239	44211632	NA	922
DPH3	3	16273571	16281500	NA	709
DPH3P1	20	60946362	60947988	NA	1049
DPH5	1	101227768	101263950	NA	1357
DPH6	15	33450461	33625696	NA	841
DPH7	9	139569179	139593208	NA	206
DPM1	20	48984811	49008494	NA	958
DPM2	9	129737194	129740584	NA	1574
DPM3	1	153378990	153379620	NA	1755
DPP10	2	114916368	116318796	NA	22
DPP3	11	66004059	66033706	NA	1088
DPP4	2	162557000	162639298	NA	1825
DPP6	7	153215114	154316933	NA	27
DPP7	9	139124812	139129016	NA	1646
DPP8	15	63525050	63597095	NA	133
DPP9	19	4626243	4674855	NA	620
DPPA2	3	110495324	110518054	NA	1428
DPPA2P3	3	195193576	195194721	NA	2074
DPPA3	12	7755316	7827411	NA	644
DPPA4	3	110527677	110539109	NA	1428
DPPA5	6	74119505	74120720	NA	1150
DPRX	19	58827121	58832075	NA	1033
DPRXP4	17	26326478	26327143	NA	785
DPT	1	166931318	166965066	NA	1858
DPY19L1	7	34935017	35044178	NA	106
DPY19L1P1	7	32587077	32725305	NA	104
DPY19L2	12	62238959	62348621	NA	132
DPY19L2P1	7	35087423	35192299	NA	106
DPY19L2P2	7	102602697	102708149	NA	170
DPY19L2P3	7	29691294	29694384	NA	811
DPY19L2P4	7	89586649	89592850	NA	1268
DPY19L3	19	37588494	37668639	NA	108
DPY19L4	8	95801278	95875252	NA	164
DPY30	2	32102475	32118366	NA	103
DPYD	1	97315887	98159203	NA	20
DPYS	8	105460827	105548453	NA	173
DPYSL2	8	26427625	26571610	NA	787
DPYSL3	5	146750563	146869812	NA	26
DPYSL4	10	133850403	133869270	NA	1606
DPYSL5	2	26924472	27026723	NA	98
DQX1	2	74598765	74606916	NA	1154
DR1	1	93584065	93600736	NA	162
DRAIC	15	67641112	67650833	NA	1101
DRAM	12	100795259	100839447	NA	1354
DRAM1	12	100795235	100841532	NA	1354
DRAM2	1	111461476	111484361	NA	1435
DRAP1	11	65443303	65445624	NA	1084
DRAXIN	1	11674367	11702923	NA	674
DRC1	2	26478287	26533083	NA	787
DRC7	16	56286213	56322868	NA	1014
DRD1	5	174800280	174803769	NA	1918
DRD2	11	112785526	112851211	NA	1445
DRD3	3	115330188	115400944	NA	22
DRD4	11	627304	630705	NA	589
DRD5	4	9392355	9394731	NA	656
DRD5P2	1	147168468	147170678	NA	1707
DRG1	22	30125538	30160172	NA	101
DRG2	17	17931905	17952024	NA	721
DRGX	10	50244166	50274068	NA	968
DRICH1	22	22280638	22304508	NA	94
DROSHA	5	31436358	31568039	NA	12
DRP2	X	100361588	100406141	NA	168
DSC1	18	26963211	26996817	NA	790
DSC2	18	26899937	26936393	NA	790
DSC3	18	26823328	26876779	NA	98
DSCAM	21	40306212	41140909	NA	13
DSCAM-IT1	21	40912302	40924563	NA	897
DSCAML1	11	116803697	117173186	NA	184
DSCAS	18	26935548	26996750	NA	790
DSCC1	8	120915361	120937351	NA	1507
DSCR10	21	38500119	38502608	NA	878
DSCR3	21	37517593	37562121	NA	871
DSCR4	21	38348182	38415324	NA	109
DSCR6	21	37300938	37312375	NA	869
DSCR8	21	38415414	38450475	NA	878
DSCR9	21	37502673	37515907	NA	871
DSE	6	116707975	116866138	NA	184
DSEL	18	63324798	63334947	NA	1068
DSG1	18	27152049	27193207	NA	792
DSG2	18	27332024	27382812	NA	793
DSG3	18	27281729	27312663	NA	793
DSG4	18	27210737	27247878	NA	792
DSN1	20	34813607	34835644	NA	850
DSP	6	7486868	7531945	NA	642
DSPP	4	88748704	88757049	NA	1262
DST	6	56430743	56927385	NA	15
DSTN	20	17498598	17536652	NA	718
DSTNP2	12	6864106	6865211	NA	637
DSTYK	1	203378253	203447350	NA	33
DTD1	20	18516555	18692560	NA	90
DTD2	14	30984993	30996431	NA	821
DTHD1	4	35959631	36022802	NA	859
DTL	1	210275517	210344971	NA	2189
DTNA	18	30327251	30725806	NA	102
DTNB	2	25453570	25750020	NA	97
DTNBP1	6	15631010	15771268	NA	10
DTWD1	15	47700517	47724625	NA	118
DTWD2	5	118199667	118352199	NA	185
DTX1	12	111980044	112020216	NA	1439
DTX2	7	75928907	75973248	NA	1164
DTX2P1-UPK3BP1-PMS2P11	7	76448074	76491012	NA	1168
DTX3	12	56284671	56289854	NA	1014
DTX3L	3	123765874	123776739	NA	1529
DTX4	11	58695478	58732636	NA	1
DTYMK	2	242263829	242275056	NA	2433
DUB3	8	8935987	12033679	NA	676
DULLARD	17	7087881	7095983	NA	639
DUOX1	15	43209483	43245068	NA	914
DUOX2	15	43172143	43193651	NA	914
DUOXA1	15	43196855	43209367	NA	914
DUOXA2	15	43193814	43197593	NA	914
DUPD1	10	76467547	76488347	NA	1168
DUS1L	17	77609036	77616986	NA	1177
DUS2	16	66614347	66670727	NA	1093
DUS2L	16	66614704	66670685	NA	1093
DUS3L	19	5736152	5742249	NA	628
DUS4L	7	106991637	107006204	NA	1401
DUSP1	5	172127697	172130809	NA	1898
DUSP10	1	219941384	219982141	NA	2263
DUSP11	2	73842832	73860792	NA	1148
DUSP12	1	159986181	159993578	NA	1805
DUSP13	10	76524195	76538976	NA	1168
DUSP14	17	32924063	32947711	NA	836
DUSP15	20	29912530	29922140	NA	813
DUSP16	12	12517482	12606715	NA	10
DUSP18	22	29378037	29393877	NA	809
DUSP19	2	183651531	183672967	NA	1986
DUSP2	2	96172634	96174906	NA	1318
DUSP21	X	44588192	44589078	NA	925
DUSP22	6	237056	296355	NA	73
DUSP23	1	158017382	158018957	NA	1790
DUSP26	8	33568389	33577166	NA	841
DUSP27	1	165330710	165365026	NA	1846
DUSP28	2	241148143	241152104	NA	2424
DUSP3	17	39199014	39211894	NA	884
DUSP4	8	29246497	29264186	NA	808
DUSP5	10	112247614	112261292	NA	1441
DUSP5P1	1	226847279	226854782	NA	2315
DUSP6	12	88265732	88270767	NA	1258
DUSP7	3	52057976	52065501	NA	982
DUSP8	11	1531856	1549726	NA	596
DUSP9	X	152561090	152569975	NA	218
DUT	15	46410912	46422862	NA	939
DUX4	4	135330644	191247416	NA	2044
DUXA	19	62354905	62370668	NA	1060
DUXAP10	14	18720031	18995334	NA	729
DUXAP8	22	14530528	14573009	NA	86
DVL1	1	1260520	1274378	NA	594
DVL2	17	7069384	7078587	NA	79
DVL3	3	185355977	185374008	NA	1999
DXO	6	32045566	32048011	NA	829
DYDC1	10	82085840	82106494	NA	1211
DYDC2	10	82094480	82117809	NA	1211
DYM	18	44824169	45241077	NA	14
DYNAP	18	50405987	50417722	NA	969
DYNC1H1	14	101500617	101586888	NA	169
DYNC1I1	7	95239753	95577570	NA	20
DYNC1I2	2	172252164	172314914	NA	1899
DYNC1LI1	3	32542466	32587370	NA	833
DYNC1LI2	16	65312299	65343026	NA	1083
DYNC2H1	11	102485369	102855801	NA	21
DYNC2LI1	2	43854681	43890653	NA	919
DYNLL1	12	119392042	119420681	NA	1496
DYNLL2	17	53515778	53522617	NA	993
DYNLRB1	20	32567849	32592423	NA	833
DYNLRB2	16	79132131	79142207	NA	1188
DYNLT1	6	158977494	158985806	NA	1797
DYNLT3	X	37583032	37591833	NA	871
DYRK1A	21	37661728	37809549	NA	873
DYRK1B	19	45007826	45016713	NA	928
DYRK2	12	66328778	66342711	NA	1091
DYRK3	1	204875503	204889165	NA	2148
DYRK4	12	4569498	4593315	NA	77
DYSF	2	71534260	71767401	NA	141
DYSFIP1	17	77384841	77386158	NA	1175
DYTN	2	207224589	207291365	NA	270
DYX1C1	15	53497245	53587724	NA	993
DYX1C1-CCPG1	15	53434712	53578074	NA	15
DZANK1	20	18312010	18395829	NA	90
DZIP1	13	95028456	95094961	NA	1310
DZIP1L	3	139263516	139317141	NA	1647
DZIP3	3	109791026	109896383	NA	177
E2F1	20	31726952	31737871	NA	827
E2F2	1	23705506	23730299	NA	95
E2F3	6	20510115	20601924	NA	92
E2F4	16	65783568	65790322	NA	1086
E2F5	8	86276870	86314006	NA	1243
E2F6	2	11501951	11523754	NA	672
E2F7	12	75939156	75983491	NA	1164
E2F8	11	19202185	19219778	NA	731
E4F1	16	2213489	2225744	NA	601
EAF1	3	15444067	15459124	NA	702
EAF2	3	123036723	123088063	NA	190
EAPP	14	34054885	34078694	NA	844
EARS2	16	23440834	23476197	NA	95
EBAG9	8	110621104	110647403	NA	178
EBF1	5	158055500	158459366	NA	27
EBF2	8	25755162	25958557	NA	97
EBF3	10	131523485	131652081	NA	198
EBF4	20	2621523	2688754	NA	605
EBI3	19	4180494	4188528	NA	616
EBLN1	10	22537748	22538918	NA	756
EBLN2	3	73193499	73195161	NA	1143
EBLN3	9	37069892	37080398	NA	867
EBNA1BP2	1	43402431	43410828	NA	916
EBP	X	48265107	48272048	NA	953
EBPL	13	49132812	49163624	NA	119
ECD	10	74564287	74597859	NA	144
ECE1	1	21416326	21544621	NA	748
ECE2	3	185450138	185493513	NA	2000
ECEL1	2	233052780	233060813	NA	2363
ECEL1P2	2	232958703	232959998	NA	2362
ECH1	19	43997901	44014337	NA	920
ECHDC1	6	127651549	127706447	NA	194
ECHDC2	1	53134169	53160034	NA	990
ECHDC3	10	11824361	11846073	NA	675
ECHS1	10	135025976	135036898	NA	1615
ECI1	16	2229873	2241603	NA	602
ECI2	6	4060925	4080830	NA	76
ECM1	1	148747110	148752889	NA	1719
ECM2	9	94295649	94338195	NA	1304
ECOP	7	55505799	55607599	NA	15
ECRP	14	20457339	20458175	NA	741
ECSCR	5	138812141	138822512	NA	1644
ECSIT	19	11477730	11500987	NA	672
ECT2	3	173951168	174021958	NA	1912
ECT2L	6	139158940	139266900	NA	205
EDA	X	68752635	69176046	NA	138
EDA2R	X	65732206	65775865	NA	1086
EDAR	2	108877358	108972260	NA	1415
EDARADD	1	234624302	234714631	NA	2375
EDC3	15	72709951	72775439	NA	142
EDC4	16	66464426	66475918	NA	1092
EDDM3A	14	20283938	20286379	NA	739
EDDM3B	14	20306425	20308947	NA	739
EDEM1	3	5204357	5236650	NA	624
EDEM2	20	33166820	33198822	NA	838
EDEM3	1	182926247	182990664	NA	247
EDF1	9	138876386	138880609	NA	1644
EDIL3	5	83272169	83716441	NA	152
EDN1	6	12398514	12405413	NA	679
EDN2	1	41717032	41722941	NA	903
EDN3	20	57308876	57334442	NA	1022
EDNRA	4	148621518	148685556	NA	214
EDNRB	13	77367616	77447665	NA	1175
EDRF1	10	127398073	127442702	NA	194
EEA1	12	91690415	91847238	NA	160
EED	11	85633073	85667500	NA	1238
EEF1A1	6	74282193	74287476	NA	1151
EEF1A2	20	61589808	61601112	NA	1054
EEF1B2	2	206732562	206735898	NA	2162
EEF1D	8	144733009	144750988	NA	1689
EEF1DP3	13	31318919	31431721	NA	102
EEF1E1	6	8018591	8047827	NA	646
EEF1E1-BLOC1S5	6	7958798	8047827	NA	80
EEF1G	11	62083648	62098036	NA	1058
EEF2	19	3927053	3936461	NA	76
EEF2K	16	22125092	22207567	NA	94
EEF2KMT	16	5074301	5087822	NA	623
EEFSEC	3	129354989	129610179	NA	196
EEPD1	7	36159360	36307677	NA	107
EFCAB1	8	49790026	49810423	NA	120
EFCAB10	7	104992815	105009212	NA	1386
EFCAB11	14	89331090	89490874	NA	1267
EFCAB12	3	130602853	130630184	NA	1581
EFCAB13	17	42756325	42873676	NA	113
EFCAB14	1	46913417	46957323	NA	117
EFCAB2	1	243199793	243355153	NA	4
EFCAB3	17	57801309	57847571	NA	1026
EFCAB4A	11	817617	821986	NA	591
EFCAB4B	12	3627866	3712454	NA	76
EFCAB5	17	25280999	25459596	NA	97
EFCAB6	22	42255956	42539550	NA	113
EFCAB7	1	63761559	63810952	NA	1071
EFCAB9	5	171553780	171563063	NA	1893
EFCC1	3	130203161	130242275	NA	1578
EFEMP1	2	55946600	56004802	NA	126
EFEMP2	11	65390487	65396981	NA	1083
EFHA1	13	20964833	21076312	NA	11
EFHA2	8	16929118	17024518	NA	714
EFHB	3	19895969	19950710	NA	11
EFHC1	6	52392952	52468542	NA	15
EFHC2	X	43892071	44087867	NA	14
EFHD1	2	233179010	233255735	NA	2364
EFHD2	1	15608977	15629426	NA	704
